run_id,specimen_id,gm_id,analysis_protocol_id,im_grid_id,im_type,im_level,im_value,scale_factor,converged,analysis_status,gm_file,dt,npts,opensees_returncode,edp_max_drift_ratio,edp_residual_drift_ratio,steel_tube_eps_t_max,steel_tube_eps_c_min,concrete_core_eps_c_min,record_set
S02/HWA015-V/P1/G3fine_r36/SaT1/9,S02,HWA015-V,P1,G3fine_r36,SaT1,9,1.0,1.0,True,ok,HWA015-V.AT2,0.005,18000,0,0.01148671875,0.001363915625,0.00250455,-0.00250455,0.0,FF22
S02/HWA015-V/P1/G3fine_r36/SaT1/10,S02,HWA015-V,P1,G3fine_r36,SaT1,10,1.1,1.1,True,ok,HWA015-V.AT2,0.005,18000,0,0.012225,0.0014566406249999998,0.00268668,-0.00268668,0.0,FF22
S02/HWA015-V/P1/G3fine_r36/SaT1/11,S02,HWA015-V,P1,G3fine_r36,SaT1,11,1.2,1.2,True,ok,HWA015-V.AT2,0.005,18000,0,0.012754843749999998,0.0012244093749999999,0.00281943,-0.00281943,0.0,FF22
S03/HWA015-V/P1/G3fine_r36/SaT1/0,S03,HWA015-V,P1,G3fine_r36,SaT1,0,0.1,0.1,True,ok,HWA015-V.AT2,0.005,18000,0,0.001297077142857143,0.0007859857142857142,0.000277945,-0.000277945,0.0,FF22
S03/HWA015-V/P1/G3fine_r36/SaT1/1,S03,HWA015-V,P1,G3fine_r36,SaT1,1,0.2,0.2,True,ok,HWA015-V.AT2,0.005,18000,0,0.0025941514285714286,0.001571962857142857,0.00055589,-0.00055589,0.0,FF22
S03/HWA015-V/P1/G3fine_r36/SaT1/2,S03,HWA015-V,P1,G3fine_r36,SaT1,2,0.3,0.3,True,ok,HWA015-V.AT2,0.005,18000,0,0.0038910571428571426,0.0023570714285714284,0.000833802,-0.000833802,0.0,FF22
S03/HWA015-V/P1/G3fine_r36/SaT1/3,S03,HWA015-V,P1,G3fine_r36,SaT1,3,0.4,0.4,True,ok,HWA015-V.AT2,0.005,18000,0,0.005183771428571429,0.003121457142857143,0.0011109,-0.0011109,0.0,FF22
S03/HWA015-V/P1/G3fine_r36/SaT1/4,S03,HWA015-V,P1,G3fine_r36,SaT1,4,0.5,0.5,True,ok,HWA015-V.AT2,0.005,18000,0,0.006438028571428571,0.003735142857142857,0.00138051,-0.00138051,0.0,FF22
S03/HWA015-V/P1/G3fine_r36/SaT1/5,S03,HWA015-V,P1,G3fine_r36,SaT1,5,0.6,0.6,True,ok,HWA015-V.AT2,0.005,18000,0,0.007517828571428571,0.004010171428571429,0.00161565,-0.00161565,0.0,FF22
S03/HWA015-V/P1/G3fine_r36/SaT1/6,S03,HWA015-V,P1,G3fine_r36,SaT1,6,0.7,0.7,True,ok,HWA015-V.AT2,0.005,18000,0,0.008241771428571429,0.004011,0.00177745,-0.00177745,0.0,FF22
S03/HWA015-V/P1/G3fine_r36/SaT1/7,S03,HWA015-V,P1,G3fine_r36,SaT1,7,0.8,0.8,True,ok,HWA015-V.AT2,0.005,18000,0,0.008709085714285714,0.0035425428571428568,0.00188628,-0.00188628,0.0,FF22
S03/HWA015-V/P1/G3fine_r36/SaT1/8,S03,HWA015-V,P1,G3fine_r36,SaT1,8,0.9,0.9,True,ok,HWA015-V.AT2,0.005,18000,0,0.009203914285714284,0.0027952542857142856,0.00199822,-0.00199822,0.0,FF22
S03/HWA015-V/P1/G3fine_r36/SaT1/9,S03,HWA015-V,P1,G3fine_r36,SaT1,9,1.0,1.0,True,ok,HWA015-V.AT2,0.005,18000,0,0.00948762857142857,0.001818137142857143,0.00206743,-0.00206743,0.0,FF22
S03/HWA015-V/P1/G3fine_r36/SaT1/10,S03,HWA015-V,P1,G3fine_r36,SaT1,10,1.1,1.1,True,ok,HWA015-V.AT2,0.005,18000,0,0.0098802,0.0005947799999999999,0.00216495,-0.00216495,0.0,FF22
S03/HWA015-V/P1/G3fine_r36/SaT1/11,S03,HWA015-V,P1,G3fine_r36,SaT1,11,1.2,1.2,True,ok,HWA015-V.AT2,0.005,18000,0,0.010310485714285713,0.001024377142857143,0.00227174,-0.00227174,0.0,FF22
S04/HWA015-V/P1/G3fine_r36/SaT1/0,S04,HWA015-V,P1,G3fine_r36,SaT1,0,0.1,0.1,True,ok,HWA015-V.AT2,0.005,18000,0,0.001991557142857143,0.0003605892857142857,0.000373417,-0.000373417,0.0,FF22
S04/HWA015-V/P1/G3fine_r36/SaT1/1,S04,HWA015-V,P1,G3fine_r36,SaT1,1,0.2,0.2,True,ok,HWA015-V.AT2,0.005,18000,0,0.003983107142857143,0.0007211428571428573,0.000746834,-0.000746834,0.0,FF22
S04/HWA015-V/P1/G3fine_r36/SaT1/2,S04,HWA015-V,P1,G3fine_r36,SaT1,2,0.3,0.3,True,ok,HWA015-V.AT2,0.005,18000,0,0.005973678571428572,0.0010778214285714286,0.00112019,-0.00112019,0.0,FF22
S04/HWA015-V/P1/G3fine_r36/SaT1/3,S04,HWA015-V,P1,G3fine_r36,SaT1,3,0.4,0.4,True,ok,HWA015-V.AT2,0.005,18000,0,0.007941214285714286,0.0013700285714285715,0.00149134,-0.00149134,0.0,FF22
S04/HWA015-V/P1/G3fine_r36/SaT1/4,S04,HWA015-V,P1,G3fine_r36,SaT1,4,0.5,0.5,True,ok,HWA015-V.AT2,0.005,18000,0,0.009733821428571428,0.0013441428571428573,0.00183995,-0.00183995,0.0,FF22
S04/HWA015-V/P1/G3fine_r36/SaT1/5,S04,HWA015-V,P1,G3fine_r36,SaT1,5,0.6,0.6,True,ok,HWA015-V.AT2,0.005,18000,0,0.01098175,0.0008348785714285715,0.00209634,-0.00209634,0.0,FF22
S04/HWA015-V/P1/G3fine_r36/SaT1/6,S04,HWA015-V,P1,G3fine_r36,SaT1,6,0.7,0.7,True,ok,HWA015-V.AT2,0.005,18000,0,0.011901857142857143,5.176392857142857e-05,0.00228637,-0.00228637,0.0,FF22
S04/HWA015-V/P1/G3fine_r36/SaT1/7,S04,HWA015-V,P1,G3fine_r36,SaT1,7,0.8,0.8,True,ok,HWA015-V.AT2,0.005,18000,0,0.012813500000000002,0.001017207142857143,0.00248344,-0.00248344,0.0,FF22
S04/HWA015-V/P1/G3fine_r36/SaT1/8,S04,HWA015-V,P1,G3fine_r36,SaT1,8,0.9,0.9,True,ok,HWA015-V.AT2,0.005,18000,0,0.01340357142857143,0.0014294321428571428,0.00261376,-0.00261376,0.0,FF22
S04/HWA015-V/P1/G3fine_r36/SaT1/9,S04,HWA015-V,P1,G3fine_r36,SaT1,9,1.0,1.0,True,ok,HWA015-V.AT2,0.005,18000,0,0.013539607142857143,0.0016004607142857143,0.00264648,-0.00264648,0.0,FF22
S04/HWA015-V/P1/G3fine_r36/SaT1/10,S04,HWA015-V,P1,G3fine_r36,SaT1,10,1.1,1.1,True,ok,HWA015-V.AT2,0.005,18000,0,0.013571785714285715,0.0016888357142857144,0.00265768,-0.00265768,0.0,FF22
S04/HWA015-V/P1/G3fine_r36/SaT1/11,S04,HWA015-V,P1,G3fine_r36,SaT1,11,1.2,1.2,True,ok,HWA015-V.AT2,0.005,18000,0,0.013698357142857142,0.0015628535714285715,0.00268905,-0.00268905,0.0,FF22
S05/HWA015-V/P1/G3fine_r36/SaT1/0,S05,HWA015-V,P1,G3fine_r36,SaT1,0,0.1,0.1,True,ok,HWA015-V.AT2,0.005,18000,0,0.0008998325,0.000832505,0.000185591,-0.000185591,0.0,FF22
S05/HWA015-V/P1/G3fine_r36/SaT1/1,S05,HWA015-V,P1,G3fine_r36,SaT1,1,0.2,0.2,True,ok,HWA015-V.AT2,0.005,18000,0,0.001799665,0.0016650125,0.000371181,-0.000371181,0.0,FF22
S05/HWA015-V/P1/G3fine_r36/SaT1/2,S05,HWA015-V,P1,G3fine_r36,SaT1,2,0.3,0.3,True,ok,HWA015-V.AT2,0.005,18000,0,0.002699475,0.00249746,0.000556766,-0.000556766,0.0,FF22
S05/HWA015-V/P1/G3fine_r36/SaT1/3,S05,HWA015-V,P1,G3fine_r36,SaT1,3,0.4,0.4,True,ok,HWA015-V.AT2,0.005,18000,0,0.0035984,0.003328,0.000742173,-0.000742173,0.0,FF22
S05/HWA015-V/P1/G3fine_r36/SaT1/4,S05,HWA015-V,P1,G3fine_r36,SaT1,4,0.5,0.5,True,ok,HWA015-V.AT2,0.005,18000,0,0.004487025,0.004136525,0.00092546,-0.00092546,0.0,FF22
S05/HWA015-V/P1/G3fine_r36/SaT1/5,S05,HWA015-V,P1,G3fine_r36,SaT1,5,0.6,0.6,True,ok,HWA015-V.AT2,0.005,18000,0,0.005315025,0.004826225,0.00109631,-0.00109631,0.0,FF22
S05/HWA015-V/P1/G3fine_r36/SaT1/6,S05,HWA015-V,P1,G3fine_r36,SaT1,6,0.7,0.7,True,ok,HWA015-V.AT2,0.005,18000,0,0.00595525,0.0052289,0.00122855,-0.00122855,0.0,FF22
S05/HWA015-V/P1/G3fine_r36/SaT1/7,S05,HWA015-V,P1,G3fine_r36,SaT1,7,0.8,0.8,True,ok,HWA015-V.AT2,0.005,18000,0,0.0064785,0.00534225,0.00133695,-0.00133695,0.0,FF22
S05/HWA015-V/P1/G3fine_r36/SaT1/8,S05,HWA015-V,P1,G3fine_r36,SaT1,8,0.9,0.9,True,ok,HWA015-V.AT2,0.005,18000,0,0.00707765,0.005313825,0.00146172,-0.00146172,0.0,FF22
S05/HWA015-V/P1/G3fine_r36/SaT1/9,S05,HWA015-V,P1,G3fine_r36,SaT1,9,1.0,1.0,True,ok,HWA015-V.AT2,0.005,18000,0,0.0076519,0.00523905,0.00158235,-0.00158235,0.0,FF22
S05/HWA015-V/P1/G3fine_r36/SaT1/10,S05,HWA015-V,P1,G3fine_r36,SaT1,10,1.1,1.1,True,ok,HWA015-V.AT2,0.005,18000,0,0.00805995,0.0051508,0.00166906,-0.00166906,0.0,FF22
S05/HWA015-V/P1/G3fine_r36/SaT1/11,S05,HWA015-V,P1,G3fine_r36,SaT1,11,1.2,1.2,True,ok,HWA015-V.AT2,0.005,18000,0,0.00833065,0.0050578,0.00172717,-0.00172717,0.0,FF22
S01/HWA055-V/P1/G3fine_r36/SaT1/0,S01,HWA055-V,P1,G3fine_r36,SaT1,0,0.1,0.1,True,ok,HWA055-V.AT2,0.004,36250,0,0.0029027299999999996,0.0016238633333333335,0.000580546,-0.000580546,0.0,FF22
S01/HWA055-V/P1/G3fine_r36/SaT1/1,S01,HWA055-V,P1,G3fine_r36,SaT1,1,0.2,0.2,True,ok,HWA055-V.AT2,0.004,36250,0,0.005774666666666667,0.0030746033333333336,0.00115513,-0.00115513,0.0,FF22
S01/HWA055-V/P1/G3fine_r36/SaT1/2,S01,HWA055-V,P1,G3fine_r36,SaT1,2,0.3,0.3,True,ok,HWA055-V.AT2,0.004,36250,0,0.007665333333333333,0.003067896666666667,0.00153581,-0.00153581,0.0,FF22
S01/HWA055-V/P1/G3fine_r36/SaT1/3,S01,HWA055-V,P1,G3fine_r36,SaT1,3,0.4,0.4,True,ok,HWA055-V.AT2,0.004,36250,0,0.008914,0.00278817,0.00179462,-0.00179462,0.0,FF22
S01/HWA055-V/P1/G3fine_r36/SaT1/4,S01,HWA055-V,P1,G3fine_r36,SaT1,4,0.5,0.5,True,ok,HWA055-V.AT2,0.004,36250,0,0.0102118,0.0018473533333333333,0.00207872,-0.00207872,0.0,FF22
S01/HWA055-V/P1/G3fine_r36/SaT1/5,S01,HWA055-V,P1,G3fine_r36,SaT1,5,0.6,0.6,True,ok,HWA055-V.AT2,0.004,36250,0,0.010568000000000001,0.0016478166666666668,0.00216054,-0.00216054,0.0,FF22
S01/HWA055-V/P1/G3fine_r36/SaT1/6,S01,HWA055-V,P1,G3fine_r36,SaT1,6,0.7,0.7,True,ok,HWA055-V.AT2,0.004,36250,0,0.011171466666666666,0.001960833333333333,0.00230622,-0.00230622,0.0,FF22
S01/HWA055-V/P1/G3fine_r36/SaT1/7,S01,HWA055-V,P1,G3fine_r36,SaT1,7,0.8,0.8,True,ok,HWA055-V.AT2,0.004,36250,0,0.0119208,0.0024375033333333333,0.00247784,-0.00247784,0.0,FF22
S01/HWA055-V/P1/G3fine_r36/SaT1/8,S01,HWA055-V,P1,G3fine_r36,SaT1,8,0.9,0.9,True,ok,HWA055-V.AT2,0.004,36250,0,0.012963433333333335,0.0016760966666666667,0.00272478,-0.00272478,0.0,FF22
S01/HWA055-V/P1/G3fine_r36/SaT1/9,S01,HWA055-V,P1,G3fine_r36,SaT1,9,1.0,1.0,True,ok,HWA055-V.AT2,0.004,36250,0,0.013998833333333334,0.00022673466666666667,0.00296787,-0.00296787,0.0,FF22
S01/HWA055-V/P1/G3fine_r36/SaT1/10,S01,HWA055-V,P1,G3fine_r36,SaT1,10,1.1,1.1,True,ok,HWA055-V.AT2,0.004,36250,0,0.0149038,0.0007411133333333333,0.00317863,-0.00317863,0.0,FF22
S01/HWA055-V/P1/G3fine_r36/SaT1/11,S01,HWA055-V,P1,G3fine_r36,SaT1,11,1.2,1.2,True,ok,HWA055-V.AT2,0.004,36250,0,0.015650266666666666,0.0012563433333333334,0.00335207,-0.00335207,0.0,FF22
S02/HWA055-V/P1/G3fine_r36/SaT1/0,S02,HWA055-V,P1,G3fine_r36,SaT1,0,0.1,0.1,True,ok,HWA055-V.AT2,0.004,36250,0,0.00261374375,0.001872575,0.000551336,-0.000551336,0.0,FF22
S02/HWA055-V/P1/G3fine_r36/SaT1/1,S02,HWA055-V,P1,G3fine_r36,SaT1,1,0.2,0.2,True,ok,HWA055-V.AT2,0.004,36250,0,0.00521428125,0.0036758437499999994,0.00109998,-0.00109998,0.0,FF22
S02/HWA055-V/P1/G3fine_r36/SaT1/2,S02,HWA055-V,P1,G3fine_r36,SaT1,2,0.3,0.3,True,ok,HWA055-V.AT2,0.004,36250,0,0.00723203125,0.0044972499999999995,0.00152838,-0.00152838,0.0,FF22
S02/HWA055-V/P1/G3fine_r36/SaT1/3,S02,HWA055-V,P1,G3fine_r36,SaT1,3,0.4,0.4,True,ok,HWA055-V.AT2,0.004,36250,0,0.00842028125,0.004628062499999999,0.00178817,-0.00178817,0.0,FF22
S02/HWA055-V/P1/G3fine_r36/SaT1/4,S02,HWA055-V,P1,G3fine_r36,SaT1,4,0.5,0.5,True,ok,HWA055-V.AT2,0.004,36250,0,0.00928715625,0.0038168125,0.00198554,-0.00198554,0.0,FF22
S02/HWA055-V/P1/G3fine_r36/SaT1/5,S02,HWA055-V,P1,G3fine_r36,SaT1,5,0.6,0.6,True,ok,HWA055-V.AT2,0.004,36250,0,0.009886937499999998,0.0030919124999999998,0.00213024,-0.00213024,0.0,FF22
S02/HWA055-V/P1/G3fine_r36/SaT1/6,S02,HWA055-V,P1,G3fine_r36,SaT1,6,0.7,0.7,True,ok,HWA055-V.AT2,0.004,36250,0,0.0103254375,0.002264659375,0.00223165,-0.00223165,0.0,FF22
S02/HWA055-V/P1/G3fine_r36/SaT1/7,S02,HWA055-V,P1,G3fine_r36,SaT1,7,0.8,0.8,True,ok,HWA055-V.AT2,0.004,36250,0,0.010816937499999998,0.001617078125,0.00235051,-0.00235051,0.0,FF22
S02/HWA055-V/P1/G3fine_r36/SaT1/8,S02,HWA055-V,P1,G3fine_r36,SaT1,8,0.9,0.9,True,ok,HWA055-V.AT2,0.004,36250,0,0.01112734375,0.0012025249999999999,0.00243142,-0.00243142,0.0,FF22
S02/HWA055-V/P1/G3fine_r36/SaT1/9,S02,HWA055-V,P1,G3fine_r36,SaT1,9,1.0,1.0,True,ok,HWA055-V.AT2,0.004,36250,0,0.011344187499999998,0.000802375,0.00248987,-0.00248987,0.0,FF22
S02/HWA055-V/P1/G3fine_r36/SaT1/10,S02,HWA055-V,P1,G3fine_r36,SaT1,10,1.1,1.1,True,ok,HWA055-V.AT2,0.004,36250,0,0.011328343749999999,1.856996875e-05,0.00248702,-0.00248702,0.0,FF22
S02/HWA055-V/P1/G3fine_r36/SaT1/11,S02,HWA055-V,P1,G3fine_r36,SaT1,11,1.2,1.2,True,ok,HWA055-V.AT2,0.004,36250,0,0.011519625,0.000719653125,0.00253756,-0.00253756,0.0,FF22
S03/HWA055-V/P1/G3fine_r36/SaT1/0,S03,HWA055-V,P1,G3fine_r36,SaT1,0,0.1,0.1,True,ok,HWA055-V.AT2,0.004,36250,0,0.002289737142857143,0.0021983542857142856,0.000490658,-0.000490658,0.0,FF22
S03/HWA055-V/P1/G3fine_r36/SaT1/1,S03,HWA055-V,P1,G3fine_r36,SaT1,1,0.2,0.2,True,ok,HWA055-V.AT2,0.004,36250,0,0.004568828571428571,0.0042854,0.000979059,-0.000979059,0.0,FF22
S03/HWA055-V/P1/G3fine_r36/SaT1/2,S03,HWA055-V,P1,G3fine_r36,SaT1,2,0.3,0.3,True,ok,HWA055-V.AT2,0.004,36250,0,0.006394514285714285,0.0048855999999999995,0.00137127,-0.00137127,0.0,FF22
S03/HWA055-V/P1/G3fine_r36/SaT1/3,S03,HWA055-V,P1,G3fine_r36,SaT1,3,0.4,0.4,True,ok,HWA055-V.AT2,0.004,36250,0,0.007761657142857143,0.004794485714285714,0.00166994,-0.00166994,0.0,FF22
S03/HWA055-V/P1/G3fine_r36/SaT1/4,S03,HWA055-V,P1,G3fine_r36,SaT1,4,0.5,0.5,True,ok,HWA055-V.AT2,0.004,36250,0,0.008598428571428571,0.0042692,0.00185979,-0.00185979,0.0,FF22
S03/HWA055-V/P1/G3fine_r36/SaT1/5,S03,HWA055-V,P1,G3fine_r36,SaT1,5,0.6,0.6,True,ok,HWA055-V.AT2,0.004,36250,0,0.009056885714285715,0.0035606571428571433,0.00196565,-0.00196565,0.0,FF22
S03/HWA055-V/P1/G3fine_r36/SaT1/6,S03,HWA055-V,P1,G3fine_r36,SaT1,6,0.7,0.7,True,ok,HWA055-V.AT2,0.004,36250,0,0.009448828571428572,0.0032082,0.00205778,-0.00205778,0.0,FF22
S03/HWA055-V/P1/G3fine_r36/SaT1/7,S03,HWA055-V,P1,G3fine_r36,SaT1,7,0.8,0.8,True,ok,HWA055-V.AT2,0.004,36250,0,0.009663942857142857,0.0030525142857142857,0.00210957,-0.00210957,0.0,FF22
S03/HWA055-V/P1/G3fine_r36/SaT1/8,S03,HWA055-V,P1,G3fine_r36,SaT1,8,0.9,0.9,True,ok,HWA055-V.AT2,0.004,36250,0,0.009910628571428572,0.0029285142857142857,0.00216924,-0.00216924,0.0,FF22
S03/HWA055-V/P1/G3fine_r36/SaT1/9,S03,HWA055-V,P1,G3fine_r36,SaT1,9,1.0,1.0,True,ok,HWA055-V.AT2,0.004,36250,0,0.010177228571428571,0.0029218285714285716,0.00223449,-0.00223449,0.0,FF22
S03/HWA055-V/P1/G3fine_r36/SaT1/10,S03,HWA055-V,P1,G3fine_r36,SaT1,10,1.1,1.1,True,ok,HWA055-V.AT2,0.004,36250,0,0.010458457142857144,0.0028758571428571427,0.00230423,-0.00230423,0.0,FF22
S03/HWA055-V/P1/G3fine_r36/SaT1/11,S03,HWA055-V,P1,G3fine_r36,SaT1,11,1.2,1.2,True,ok,HWA055-V.AT2,0.004,36250,0,0.010749457142857143,0.002886057142857143,0.00237838,-0.00237838,0.0,FF22
S04/HWA055-V/P1/G3fine_r36/SaT1/0,S04,HWA055-V,P1,G3fine_r36,SaT1,0,0.1,0.1,True,ok,HWA055-V.AT2,0.004,36250,0,0.004681500000000001,0.0015629142857142857,0.000877786,-0.000877786,0.0,FF22
S04/HWA055-V/P1/G3fine_r36/SaT1/1,S04,HWA055-V,P1,G3fine_r36,SaT1,1,0.2,0.2,True,ok,HWA055-V.AT2,0.004,36250,0,0.00895432142857143,0.002456282142857143,0.00168616,-0.00168616,0.0,FF22
S04/HWA055-V/P1/G3fine_r36/SaT1/2,S04,HWA055-V,P1,G3fine_r36,SaT1,2,0.3,0.3,True,ok,HWA055-V.AT2,0.004,36250,0,0.010680928571428572,0.0004995285714285715,0.00203545,-0.00203545,0.0,FF22
S04/HWA055-V/P1/G3fine_r36/SaT1/3,S04,HWA055-V,P1,G3fine_r36,SaT1,3,0.4,0.4,True,ok,HWA055-V.AT2,0.004,36250,0,0.011978571428571429,0.0036512142857142863,0.00231188,-0.00231188,0.0,FF22
S04/HWA055-V/P1/G3fine_r36/SaT1/4,S04,HWA055-V,P1,G3fine_r36,SaT1,4,0.5,0.5,True,ok,HWA055-V.AT2,0.004,36250,0,0.0131395,0.0015159571428571429,0.00256592,-0.00256592,0.0,FF22
S04/HWA055-V/P1/G3fine_r36/SaT1/5,S04,HWA055-V,P1,G3fine_r36,SaT1,5,0.6,0.6,True,ok,HWA055-V.AT2,0.004,36250,0,0.013971928571428573,0.00010447392857142857,0.00275181,-0.00275181,0.0,FF22
S04/HWA055-V/P1/G3fine_r36/SaT1/6,S04,HWA055-V,P1,G3fine_r36,SaT1,6,0.7,0.7,True,ok,HWA055-V.AT2,0.004,36250,0,0.01455475,0.0009481964285714287,0.00288358,-0.00288358,0.0,FF22
S04/HWA055-V/P1/G3fine_r36/SaT1/7,S04,HWA055-V,P1,G3fine_r36,SaT1,7,0.8,0.8,True,ok,HWA055-V.AT2,0.004,36250,0,0.014940428571428573,0.0014301571428571428,0.00297083,-0.00297083,0.0,FF22
S04/HWA055-V/P1/G3fine_r36/SaT1/8,S04,HWA055-V,P1,G3fine_r36,SaT1,8,0.9,0.9,True,ok,HWA055-V.AT2,0.004,36250,0,0.014911500000000003,0.0013695214285714286,0.00296644,-0.00296644,0.0,FF22
S04/HWA055-V/P1/G3fine_r36/SaT1/9,S04,HWA055-V,P1,G3fine_r36,SaT1,9,1.0,1.0,True,ok,HWA055-V.AT2,0.004,36250,0,0.01507789285714286,0.0013180035714285714,0.00300421,-0.00300421,0.0,FF22
S04/HWA055-V/P1/G3fine_r36/SaT1/10,S04,HWA055-V,P1,G3fine_r36,SaT1,10,1.1,1.1,True,ok,HWA055-V.AT2,0.004,36250,0,0.015427964285714288,0.001395517857142857,0.00308169,-0.00308169,0.0,FF22
S04/HWA055-V/P1/G3fine_r36/SaT1/11,S04,HWA055-V,P1,G3fine_r36,SaT1,11,1.2,1.2,True,ok,HWA055-V.AT2,0.004,36250,0,0.0159515,0.0016221785714285717,0.00319646,-0.00319646,0.0,FF22
S05/HWA055-V/P1/G3fine_r36/SaT1/0,S05,HWA055-V,P1,G3fine_r36,SaT1,0,0.1,0.1,True,ok,HWA055-V.AT2,0.004,36250,0,0.0016414825,0.0004872825,0.000338556,-0.000338556,0.0,FF22
S05/HWA055-V/P1/G3fine_r36/SaT1/1,S05,HWA055-V,P1,G3fine_r36,SaT1,1,0.2,0.2,True,ok,HWA055-V.AT2,0.004,36250,0,0.00328295,0.0009745925,0.000677109,-0.000677109,0.0,FF22
S05/HWA055-V/P1/G3fine_r36/SaT1/2,S05,HWA055-V,P1,G3fine_r36,SaT1,2,0.3,0.3,True,ok,HWA055-V.AT2,0.004,36250,0,0.004922425,0.001465195,0.00101529,-0.00101529,0.0,FF22
S05/HWA055-V/P1/G3fine_r36/SaT1/3,S05,HWA055-V,P1,G3fine_r36,SaT1,3,0.4,0.4,True,ok,HWA055-V.AT2,0.004,36250,0,0.00651975,0.0019983275,0.0013455,-0.0013455,0.0,FF22
S05/HWA055-V/P1/G3fine_r36/SaT1/4,S05,HWA055-V,P1,G3fine_r36,SaT1,4,0.5,0.5,True,ok,HWA055-V.AT2,0.004,36250,0,0.00782985,0.002673825,0.00161991,-0.00161991,0.0,FF22
S05/HWA055-V/P1/G3fine_r36/SaT1/5,S05,HWA055-V,P1,G3fine_r36,SaT1,5,0.6,0.6,True,ok,HWA055-V.AT2,0.004,36250,0,0.0085166,0.003454625,0.0017674,-0.0017674,0.0,FF22
S05/HWA055-V/P1/G3fine_r36/SaT1/6,S05,HWA055-V,P1,G3fine_r36,SaT1,6,0.7,0.7,True,ok,HWA055-V.AT2,0.004,36250,0,0.0092396,0.00384725,0.00192683,-0.00192683,0.0,FF22
S05/HWA055-V/P1/G3fine_r36/SaT1/7,S05,HWA055-V,P1,G3fine_r36,SaT1,7,0.8,0.8,True,ok,HWA055-V.AT2,0.004,36250,0,0.00980755,0.0034119,0.00205608,-0.00205608,0.0,FF22
S05/HWA055-V/P1/G3fine_r36/SaT1/8,S05,HWA055-V,P1,G3fine_r36,SaT1,8,0.9,0.9,True,ok,HWA055-V.AT2,0.004,36250,0,0.010144625,0.00257065,0.00213503,-0.00213503,0.0,FF22
S05/HWA055-V/P1/G3fine_r36/SaT1/9,S05,HWA055-V,P1,G3fine_r36,SaT1,9,1.0,1.0,True,ok,HWA055-V.AT2,0.004,36250,0,0.01040105,0.0016443125,0.00219643,-0.00219643,0.0,FF22
S05/HWA055-V/P1/G3fine_r36/SaT1/10,S05,HWA055-V,P1,G3fine_r36,SaT1,10,1.1,1.1,True,ok,HWA055-V.AT2,0.004,36250,0,0.010657075,0.0008758225,0.00224996,-0.00224996,0.0,FF22
S05/HWA055-V/P1/G3fine_r36/SaT1/11,S05,HWA055-V,P1,G3fine_r36,SaT1,11,1.2,1.2,True,ok,HWA055-V.AT2,0.004,36250,0,0.010804575,0.0002689925,0.00228488,-0.00228488,0.0,FF22
S01/ILA027-E/P1/G3fine_r36/SaT1/0,S01,ILA027-E,P1,G3fine_r36,SaT1,0,0.1,0.1,True,ok,ILA027-E.AT2,0.005,17801,0,0.00149201,3.125853333333333e-05,0.000298402,-0.000298402,0.0,FF22
S01/ILA027-E/P1/G3fine_r36/SaT1/1,S01,ILA027-E,P1,G3fine_r36,SaT1,1,0.2,0.2,True,ok,ILA027-E.AT2,0.005,17801,0,0.0029840233333333333,6.251733333333333e-05,0.000596805,-0.000596805,0.0,FF22
S01/ILA027-E/P1/G3fine_r36/SaT1/2,S01,ILA027-E,P1,G3fine_r36,SaT1,2,0.3,0.3,True,ok,ILA027-E.AT2,0.005,17801,0,0.004476033333333333,9.380466666666667e-05,0.000895219,-0.000895219,0.0,FF22
S01/ILA027-E/P1/G3fine_r36/SaT1/3,S01,ILA027-E,P1,G3fine_r36,SaT1,3,0.4,0.4,True,ok,ILA027-E.AT2,0.005,17801,0,0.005967900000000001,0.000125685,0.00119384,-0.00119384,0.0,FF22
S01/ILA027-E/P1/G3fine_r36/SaT1/4,S01,ILA027-E,P1,G3fine_r36,SaT1,4,0.5,0.5,True,ok,ILA027-E.AT2,0.005,17801,0,0.007455966666666667,0.00016046733333333334,0.00149367,-0.00149367,0.0,FF22
S01/ILA027-E/P1/G3fine_r36/SaT1/5,S01,ILA027-E,P1,G3fine_r36,SaT1,5,0.6,0.6,True,ok,ILA027-E.AT2,0.005,17801,0,0.0089172,0.00016917600000000002,0.00179562,-0.00179562,0.0,FF22
S01/ILA027-E/P1/G3fine_r36/SaT1/6,S01,ILA027-E,P1,G3fine_r36,SaT1,6,0.7,0.7,True,ok,ILA027-E.AT2,0.005,17801,0,0.010297133333333333,0.00059464,0.00209451,-0.00209451,0.0,FF22
S01/ILA027-E/P1/G3fine_r36/SaT1/7,S01,ILA027-E,P1,G3fine_r36,SaT1,7,0.8,0.8,True,ok,ILA027-E.AT2,0.005,17801,0,0.011538,0.0032110466666666667,0.00237664,-0.00237664,0.0,FF22
S01/ILA027-E/P1/G3fine_r36/SaT1/8,S01,ILA027-E,P1,G3fine_r36,SaT1,8,0.9,0.9,True,ok,ILA027-E.AT2,0.005,17801,0,0.012673700000000001,0.003408366666666667,0.00264273,-0.00264273,0.0,FF22
S01/ILA027-E/P1/G3fine_r36/SaT1/9,S01,ILA027-E,P1,G3fine_r36,SaT1,9,1.0,1.0,True,ok,ILA027-E.AT2,0.005,17801,0,0.013857433333333334,0.00231169,0.00292221,-0.00292221,0.0,FF22
