subset_id,record_set,draw_order,gm_id,base_eq_id,pga_g,path,seed,records_per_pool,sampling
2,NF28,9,NF8211652,821165,0.219541,data/ground_motions/ATC-63_NearField_SortedEQFiles/SortedEQFiles/SortedEQFile_(8211652).txt,20260514,10,without_replacement_within_subset
3,FF22,0,TCU117-N,,0.120314,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/CHICHI/TCU117-N.AT2,20260514,10,without_replacement_within_subset
3,FF22,1,PEL180,,0.174179,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/SFERN/PEL180.AT2,20260514,10,without_replacement_within_subset
3,FF22,2,HWA015-N,,0.0734442,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/CHICHI/HWA015-N.AT2,20260514,10,without_replacement_within_subset
3,FF22,3,NIS090,,0.502749,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/KOBE/NIS090.AT2,20260514,10,without_replacement_within_subset
3,FF22,4,NIS000,,0.509338,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/KOBE/NIS000.AT2,20260514,10,without_replacement_within_subset
3,FF22,5,CLW-LN,,0.282825,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/LANDERS/CLW-LN.AT2,20260514,10,without_replacement_within_subset
3,FF22,6,MUL279,,0.516457,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/NORTHR/MUL279.AT2,20260514,10,without_replacement_within_subset
3,FF22,7,LOS000,,0.410041,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/NORTHR/LOS000.AT2,20260514,10,without_replacement_within_subset
3,FF22,8,184327,,0.208729,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/MANJIL/184327.AT2,20260514,10,without_replacement_within_subset
3,FF22,9,TCU059-E,,0.165361,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/CHICHI/TCU059-E.AT2,20260514,10,without_replacement_within_subset
3,FFext,0,CHY104-W,,0.161863,data/gm_ffext/CHY104-W.AT2,20260514,10,without_replacement_within_subset
3,FFext,1,TCU059-E,,0.165361,data/gm_ffext/TCU059-E.AT2,20260514,10,without_replacement_within_subset
3,FFext,2,TCU070-E,,0.255241,data/gm_ffext/TCU070-E.AT2,20260514,10,without_replacement_within_subset
3,FFext,3,CHY006-W,,0.364421,data/gm_ffext/CHY006-W.AT2,20260514,10,without_replacement_within_subset
3,FFext,4,G03000,,0.555024,data/gm_ffext/G03000.AT2,20260514,10,without_replacement_within_subset
3,FFext,5,TCU109-E,,0.155791,data/gm_ffext/TCU109-E.AT2,20260514,10,without_replacement_within_subset
3,FFext,6,HECVER,,0.150246,data/gm_ffext/HECVER.AT2,20260514,10,without_replacement_within_subset
3,FFext,7,TAP100-V,,0.0240192,data/gm_ffext/TAP100-V.AT2,20260514,10,without_replacement_within_subset
3,FFext,8,B-WSM180,,0.210859,data/gm_ffext/B-WSM180.AT2,20260514,10,without_replacement_within_subset
3,FFext,9,ARCDWN,,0.0857096,data/gm_ffext/ARCDWN.AT2,20260514,10,without_replacement_within_subset
3,NF28,0,NF8216052,821605,0.5183794,data/ground_motions/ATC-63_NearField_SortedEQFiles/SortedEQFiles/SortedEQFile_(8216052).txt,20260514,10,without_replacement_within_subset
3,NF28,1,NF8215171,821517,1.156699,data/ground_motions/ATC-63_NearField_SortedEQFiles/SortedEQFiles/SortedEQFile_(8215171).txt,20260514,10,without_replacement_within_subset
3,NF28,2,NF8204952,820495,1.178028,data/ground_motions/ATC-63_NearField_SortedEQFiles/SortedEQFiles/SortedEQFile_(8204952).txt,20260514,10,without_replacement_within_subset
3,NF28,3,NF8211652,821165,0.219541,data/ground_motions/ATC-63_NearField_SortedEQFiles/SortedEQFiles/SortedEQFile_(8211652).txt,20260514,10,without_replacement_within_subset
3,NF28,4,NF8215041,821504,0.5583689,data/ground_motions/ATC-63_NearField_SortedEQFiles/SortedEQFiles/SortedEQFile_(8215041).txt,20260514,10,without_replacement_within_subset
3,NF28,5,NF8210041,821004,0.7311632,data/ground_motions/ATC-63_NearField_SortedEQFiles/SortedEQFiles/SortedEQFile_(8210041).txt,20260514,10,without_replacement_within_subset
3,NF28,6,NF8215031,821503,0.8217865,data/ground_motions/ATC-63_NearField_SortedEQFiles/SortedEQFiles/SortedEQFile_(8215031).txt,20260514,10,without_replacement_within_subset
3,NF28,7,NF8221141,822114,0.3346401,data/ground_motions/ATC-63_NearField_SortedEQFiles/SortedEQFiles/SortedEQFile_(8221141).txt,20260514,10,without_replacement_within_subset
3,NF28,8,NF8210631,821063,0.8698058,data/ground_motions/ATC-63_NearField_SortedEQFiles/SortedEQFiles/SortedEQFile_(8210631).txt,20260514,10,without_replacement_within_subset
3,NF28,9,NF8201811,820181,0.4417138,data/ground_motions/ATC-63_NearField_SortedEQFiles/SortedEQFiles/SortedEQFile_(8201811).txt,20260514,10,without_replacement_within_subset
4,FF22,0,HWA005-N,,0.138548,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/CHICHI/HWA005-N.AT2,20260514,10,without_replacement_within_subset
4,FF22,1,LOS270,,0.482002,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/NORTHR/LOS270.AT2,20260514,10,without_replacement_within_subset
4,FF22,2,TCU036-V,,0.0638088,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/CHICHI/TCU036-V.AT2,20260514,10,without_replacement_within_subset
4,FF22,3,FOR000,,0.116109,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/CAPEMEND/FOR000.AT2,20260514,10,without_replacement_within_subset
4,FF22,4,CHY101-V,,0.164807,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/CHICHI/CHY101-V.AT2,20260514,10,without_replacement_within_subset
4,FF22,5,TCU109-V,,0.137491,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/CHICHI/TCU109-V.AT2,20260514,10,without_replacement_within_subset
4,FF22,6,CHY059-N,,0.0494289,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/CHICHI/CHY059-N.AT2,20260514,10,without_replacement_within_subset
4,FF22,7,BOL090,,0.822429,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/DUZCE/BOL090.AT2,20260514,10,without_replacement_within_subset
4,FF22,8,ILA027-V,,0.0215876,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/CHICHI/ILA027-V.AT2,20260514,10,without_replacement_within_subset
4,FF22,9,HEC000,,0.26558,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/HECTOR/HEC000.AT2,20260514,10,without_replacement_within_subset
4,FFext,0,TCU095-N,,0.711632,data/gm_ffext/TCU095-N.AT2,20260514,10,without_replacement_within_subset
4,FFext,1,PEL180,,0.174179,data/gm_ffext/PEL180.AT2,20260514,10,without_replacement_within_subset
4,FFext,2,TCU059-E,,0.165361,data/gm_ffext/TCU059-E.AT2,20260514,10,without_replacement_within_subset
4,FFext,3,059v2009,,0.0834021,data/gm_ffext/059v2009.AT2,20260514,10,without_replacement_within_subset
4,FFext,4,CHY059-V,,0.0151785,data/gm_ffext/CHY059-V.AT2,20260514,10,without_replacement_within_subset
4,FFext,5,TCU128-V,,0.0973193,data/gm_ffext/TCU128-V.AT2,20260514,10,without_replacement_within_subset
4,FFext,6,CHY101-E,,0.352887,data/gm_ffext/CHY101-E.AT2,20260514,10,without_replacement_within_subset
4,FFext,7,B-POE360,,0.300292,data/gm_ffext/B-POE360.AT2,20260514,10,without_replacement_within_subset
4,FFext,8,MU2035,,0.616893,data/gm_ffext/MU2035.AT2,20260514,10,without_replacement_within_subset
4,FFext,9,TCU036-N,,0.130863,data/gm_ffext/TCU036-N.AT2,20260514,10,without_replacement_within_subset
4,NF28,0,NF8215171,821517,1.156699,data/ground_motions/ATC-63_NearField_SortedEQFiles/SortedEQFiles/SortedEQFile_(8215171).txt,20260514,10,without_replacement_within_subset
4,NF28,1,NF8221141,822114,0.3346401,data/ground_motions/ATC-63_NearField_SortedEQFiles/SortedEQFiles/SortedEQFile_(8221141).txt,20260514,10,without_replacement_within_subset
4,NF28,2,NF8207231,820723,0.4185484,data/ground_motions/ATC-63_NearField_SortedEQFiles/SortedEQFiles/SortedEQFile_(8207231).txt,20260514,10,without_replacement_within_subset
4,NF28,3,NF8207532,820753,0.5135683,data/ground_motions/ATC-63_NearField_SortedEQFiles/SortedEQFiles/SortedEQFile_(8207532).txt,20260514,10,without_replacement_within_subset
4,NF28,4,NF8201821,820182,0.4623938,data/ground_motions/ATC-63_NearField_SortedEQFiles/SortedEQFiles/SortedEQFile_(8201821).txt,20260514,10,without_replacement_within_subset
4,NF28,5,NF8215031,821503,0.8217865,data/ground_motions/ATC-63_NearField_SortedEQFiles/SortedEQFiles/SortedEQFile_(8215031).txt,20260514,10,without_replacement_within_subset
4,NF28,6,NF8210482,821048,0.4221552,data/ground_motions/ATC-63_NearField_SortedEQFiles/SortedEQFiles/SortedEQFile_(8210482).txt,20260514,10,without_replacement_within_subset
4,NF28,7,NF8208282,820828,0.629605,data/ground_motions/ATC-63_NearField_SortedEQFiles/SortedEQFiles/SortedEQFile_(8208282).txt,20260514,10,without_replacement_within_subset
4,NF28,8,NF8204961,820496,0.445846,data/ground_motions/ATC-63_NearField_SortedEQFiles/SortedEQFiles/SortedEQFile_(8204961).txt,20260514,10,without_replacement_within_subset
4,NF28,9,NF8208252,820825,1.431426,data/ground_motions/ATC-63_NearField_SortedEQFiles/SortedEQFiles/SortedEQFile_(8208252).txt,20260514,10,without_replacement_within_subset
5,FF22,0,TAP100-N,,0.0873791,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/CHICHI/TAP100-N.AT2,20260514,10,without_replacement_within_subset
5,FF22,1,MUL009,,0.415783,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/NORTHR/MUL009.AT2,20260514,10,without_replacement_within_subset
5,FF22,2,H-E11140,,0.363978,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/IMPVALL/H-E11140.AT2,20260514,10,without_replacement_within_subset
5,FF22,3,A-TMZ270,,0.314809,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/FRIULI/A-TMZ270.AT2,20260514,10,without_replacement_within_subset
5,FF22,4,TAP012-E,,0.0996042,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/CHICHI/TAP012-E.AT2,20260514,10,without_replacement_within_subset
5,FF22,5,HWA015-V,,0.0504858,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/CHICHI/HWA015-V.AT2,20260514,10,without_replacement_within_subset
5,FF22,6,ARC000,,0.218836,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/KOCAELI/ARC000.AT2,20260514,10,without_replacement_within_subset
5,FF22,7,CHY059-N,,0.0494289,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/CHICHI/CHY059-N.AT2,20260514,10,without_replacement_within_subset
5,FF22,8,TAP100-E,,0.0573297,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/CHICHI/TAP100-E.AT2,20260514,10,without_replacement_within_subset
5,FF22,9,ARC090,,0.1499,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/KOCAELI/ARC090.AT2,20260514,10,without_replacement_within_subset
5,FFext,0,A-TMZ270,,0.314809,data/gm_ffext/A-TMZ270.AT2,20260514,10,without_replacement_within_subset
5,FFext,1,TCU036-N,,0.130863,data/gm_ffext/TCU036-N.AT2,20260514,10,without_replacement_within_subset
5,FFext,2,HWA055-W,,0.093861,data/gm_ffext/HWA055-W.AT2,20260514,10,without_replacement_within_subset
5,FFext,3,ILA027-E,,0.101309,data/gm_ffext/ILA027-E.AT2,20260514,10,without_replacement_within_subset
5,FFext,4,TAP006-V,,0.0322923,data/gm_ffext/TAP006-V.AT2,20260514,10,without_replacement_within_subset
5,FFext,5,LOS270,,0.482002,data/gm_ffext/LOS270.AT2,20260514,10,without_replacement_within_subset
5,FFext,6,STM360,,0.369872,data/gm_ffext/STM360.AT2,20260514,10,without_replacement_within_subset
5,FFext,7,STM090,,0.883219,data/gm_ffext/STM090.AT2,20260514,10,without_replacement_within_subset
5,FFext,8,TAP012-E,,0.0996042,data/gm_ffext/TAP012-E.AT2,20260514,10,without_replacement_within_subset
5,FFext,9,HWA005-W,,0.147236,data/gm_ffext/HWA005-W.AT2,20260514,10,without_replacement_within_subset
