specimen_id,gm_id,analysis_protocol_id,im_grid_id,im_type,im_observation,censored,subset_id,record_set
S05,HSP090,P1,G3fine_r36,SaT1,0.3,False,0,FF22
S05,HWA005-V,P1,G3fine_r36,SaT1,0.5,False,0,FF22
S05,HWA015-V,P1,G3fine_r36,SaT1,0.6,False,0,FF22
S05,ORR090,P1,G3fine_r36,SaT1,0.2,False,0,FF22
S05,PEL090,P1,G3fine_r36,SaT1,0.7,False,0,FF22
S05,TCU025-V,P1,G3fine_r36,SaT1,1.2,False,0,FF22
S05,TCU036-N,P1,G3fine_r36,SaT1,0.3,False,0,FF22
S05,YER270,P1,G3fine_r36,SaT1,0.2,False,0,FF22
S01,A-ELC180,P1,G3fine_r36,SaT1,0.4,False,0,FFext
S01,A-TMZ270,P1,G3fine_r36,SaT1,0.2,False,0,FFext
S01,EUR000,P1,G3fine_r36,SaT1,0.3,False,0,FFext
S01,H-DLT262,P1,G3fine_r36,SaT1,0.1,False,0,FFext
S01,HWA005-N,P1,G3fine_r36,SaT1,0.2,False,0,FFext
S01,ILA036-V,P1,G3fine_r36,SaT1,0.7,False,0,FFext
S01,NIS090,P1,G3fine_r36,SaT1,0.2,False,0,FFext
S01,PEL090,P1,G3fine_r36,SaT1,0.3,False,0,FFext
S01,PEL180,P1,G3fine_r36,SaT1,0.2,False,0,FFext
S01,TCU039-N,P1,G3fine_r36,SaT1,0.1,False,0,FFext
S02,A-ELC180,P1,G3fine_r36,SaT1,0.5,False,0,FFext
S02,A-TMZ270,P1,G3fine_r36,SaT1,0.2,False,0,FFext
S02,EUR000,P1,G3fine_r36,SaT1,0.4,False,0,FFext
S02,H-DLT262,P1,G3fine_r36,SaT1,0.1,False,0,FFext
S02,HWA005-N,P1,G3fine_r36,SaT1,0.3,False,0,FFext
S02,ILA036-V,P1,G3fine_r36,SaT1,1.2,False,0,FFext
S02,NIS090,P1,G3fine_r36,SaT1,0.2,False,0,FFext
S02,PEL090,P1,G3fine_r36,SaT1,0.4,False,0,FFext
S02,PEL180,P1,G3fine_r36,SaT1,0.6,False,0,FFext
S02,TCU039-N,P1,G3fine_r36,SaT1,0.3,False,0,FFext
S03,A-ELC180,P1,G3fine_r36,SaT1,0.4,False,0,FFext
S03,A-TMZ270,P1,G3fine_r36,SaT1,0.1,False,0,FFext
S03,EUR000,P1,G3fine_r36,SaT1,0.5,False,0,FFext
S03,H-DLT262,P1,G3fine_r36,SaT1,0.2,False,0,FFext
S03,HWA005-N,P1,G3fine_r36,SaT1,0.4,False,0,FFext
S03,ILA036-V,P1,G3fine_r36,SaT1,1.2,True,0,FFext
S03,NIS090,P1,G3fine_r36,SaT1,0.1,False,0,FFext
S03,PEL090,P1,G3fine_r36,SaT1,0.6,False,0,FFext
S03,PEL180,P1,G3fine_r36,SaT1,0.3,False,0,FFext
S03,TCU039-N,P1,G3fine_r36,SaT1,0.2,False,0,FFext
S04,A-ELC180,P1,G3fine_r36,SaT1,0.2,False,0,FFext
S04,A-TMZ270,P1,G3fine_r36,SaT1,0.2,False,0,FFext
S04,EUR000,P1,G3fine_r36,SaT1,0.2,False,0,FFext
S04,H-DLT262,P1,G3fine_r36,SaT1,0.2,False,0,FFext
S04,HWA005-N,P1,G3fine_r36,SaT1,0.2,False,0,FFext
S04,ILA036-V,P1,G3fine_r36,SaT1,0.2,False,0,FFext
S04,NIS090,P1,G3fine_r36,SaT1,0.2,False,0,FFext
S04,PEL090,P1,G3fine_r36,SaT1,0.2,False,0,FFext
S04,PEL180,P1,G3fine_r36,SaT1,0.3,False,0,FFext
S04,TCU039-N,P1,G3fine_r36,SaT1,0.1,False,0,FFext
S05,A-ELC180,P1,G3fine_r36,SaT1,0.3,False,0,FFext
S05,A-TMZ270,P1,G3fine_r36,SaT1,0.1,False,0,FFext
S05,EUR000,P1,G3fine_r36,SaT1,0.4,False,0,FFext
S05,H-DLT262,P1,G3fine_r36,SaT1,0.1,False,0,FFext
S05,HWA005-N,P1,G3fine_r36,SaT1,0.3,False,0,FFext
S05,ILA036-V,P1,G3fine_r36,SaT1,1.2,True,0,FFext
S05,NIS090,P1,G3fine_r36,SaT1,0.1,False,0,FFext
S05,PEL090,P1,G3fine_r36,SaT1,0.7,False,0,FFext
S05,PEL180,P1,G3fine_r36,SaT1,0.3,False,0,FFext
S05,TCU039-N,P1,G3fine_r36,SaT1,0.2,False,0,FFext
S01,NF8201811,P1,G3fine_r36,SaT1,0.1,False,0,NF28
S01,NF8201821,P1,G3fine_r36,SaT1,0.1,False,0,NF28
S01,NF8204952,P1,G3fine_r36,SaT1,0.2,False,0,NF28
S01,NF8207411,P1,G3fine_r36,SaT1,0.2,False,0,NF28
S01,NF8210482,P1,G3fine_r36,SaT1,0.1,False,0,NF28
S01,NF8210861,P1,G3fine_r36,SaT1,0.1,False,0,NF28
S01,NF8211652,P1,G3fine_r36,SaT1,0.2,False,0,NF28
S01,NF8211762,P1,G3fine_r36,SaT1,0.1,False,0,NF28
S01,NF8215031,P1,G3fine_r36,SaT1,0.1,False,0,NF28
S01,NF8215171,P1,G3fine_r36,SaT1,0.1,False,0,NF28
S02,NF8201811,P1,G3fine_r36,SaT1,0.2,False,0,NF28
S02,NF8201821,P1,G3fine_r36,SaT1,0.1,False,0,NF28
S02,NF8204952,P1,G3fine_r36,SaT1,0.1,False,0,NF28
S02,NF8207411,P1,G3fine_r36,SaT1,0.1,False,0,NF28
S02,NF8210482,P1,G3fine_r36,SaT1,0.1,False,0,NF28
S02,NF8210861,P1,G3fine_r36,SaT1,0.1,False,0,NF28
S02,NF8211652,P1,G3fine_r36,SaT1,0.3,False,0,NF28
S02,NF8211762,P1,G3fine_r36,SaT1,0.1,False,0,NF28
S02,NF8215031,P1,G3fine_r36,SaT1,0.1,False,0,NF28
S02,NF8215171,P1,G3fine_r36,SaT1,0.1,False,0,NF28
S03,NF8201811,P1,G3fine_r36,SaT1,0.3,False,0,NF28
S03,NF8201821,P1,G3fine_r36,SaT1,0.1,False,0,NF28
S03,NF8204952,P1,G3fine_r36,SaT1,0.2,False,0,NF28
S03,NF8207411,P1,G3fine_r36,SaT1,0.2,False,0,NF28
S03,NF8210482,P1,G3fine_r36,SaT1,0.2,False,0,NF28
S03,NF8210861,P1,G3fine_r36,SaT1,0.2,False,0,NF28
S03,NF8211652,P1,G3fine_r36,SaT1,0.3,False,0,NF28
S03,NF8211762,P1,G3fine_r36,SaT1,0.2,False,0,NF28
S03,NF8215031,P1,G3fine_r36,SaT1,0.1,False,0,NF28
S03,NF8215171,P1,G3fine_r36,SaT1,0.1,False,0,NF28
S04,NF8201811,P1,G3fine_r36,SaT1,0.1,False,0,NF28
S04,NF8201821,P1,G3fine_r36,SaT1,0.1,False,0,NF28
S04,NF8204952,P1,G3fine_r36,SaT1,0.2,False,0,NF28
S04,NF8207411,P1,G3fine_r36,SaT1,0.1,False,0,NF28
S04,NF8210482,P1,G3fine_r36,SaT1,0.1,False,0,NF28
S04,NF8210861,P1,G3fine_r36,SaT1,0.1,False,0,NF28
S04,NF8211652,P1,G3fine_r36,SaT1,0.2,False,0,NF28
S04,NF8211762,P1,G3fine_r36,SaT1,0.1,False,0,NF28
S04,NF8215031,P1,G3fine_r36,SaT1,0.1,False,0,NF28
S04,NF8215171,P1,G3fine_r36,SaT1,0.1,False,0,NF28
S05,NF8201811,P1,G3fine_r36,SaT1,0.2,False,0,NF28
S05,NF8201821,P1,G3fine_r36,SaT1,0.1,False,0,NF28
S05,NF8204952,P1,G3fine_r36,SaT1,0.2,False,0,NF28
S05,NF8207411,P1,G3fine_r36,SaT1,0.2,False,0,NF28
S05,NF8210482,P1,G3fine_r36,SaT1,0.2,False,0,NF28
S05,NF8210861,P1,G3fine_r36,SaT1,0.2,False,0,NF28
S05,NF8211652,P1,G3fine_r36,SaT1,0.4,False,0,NF28
S05,NF8211762,P1,G3fine_r36,SaT1,0.2,False,0,NF28
S05,NF8215031,P1,G3fine_r36,SaT1,0.1,False,0,NF28
S05,NF8215171,P1,G3fine_r36,SaT1,0.1,False,0,NF28
S01,A-TMZ270,P1,G3fine_r36,SaT1,0.2,False,1,FF22
S01,B-ICC000,P1,G3fine_r36,SaT1,0.2,False,1,FF22
S01,H-DLTDWN,P1,G3fine_r36,SaT1,0.3,False,1,FF22
S01,H-E11230,P1,G3fine_r36,SaT1,0.3,False,1,FF22
S01,HWA005-W,P1,G3fine_r36,SaT1,0.2,False,1,FF22
S01,LOS270,P1,G3fine_r36,SaT1,0.1,False,1,FF22
S01,ORR360,P1,G3fine_r36,SaT1,0.1,False,1,FF22
S01,TCU045-E,P1,G3fine_r36,SaT1,0.2,False,1,FF22
S01,TCU095-N,P1,G3fine_r36,SaT1,0.2,False,1,FF22
S01,TCU110-N,P1,G3fine_r36,SaT1,0.1,False,1,FF22
S02,A-TMZ270,P1,G3fine_r36,SaT1,0.2,False,1,FF22
S02,B-ICC000,P1,G3fine_r36,SaT1,0.2,False,1,FF22
S02,H-DLTDWN,P1,G3fine_r36,SaT1,0.3,False,1,FF22
S02,H-E11230,P1,G3fine_r36,SaT1,0.2,False,1,FF22
S02,HWA005-W,P1,G3fine_r36,SaT1,0.2,False,1,FF22
S02,LOS270,P1,G3fine_r36,SaT1,0.1,False,1,FF22
S02,ORR360,P1,G3fine_r36,SaT1,0.1,False,1,FF22
S02,TCU045-E,P1,G3fine_r36,SaT1,0.3,False,1,FF22
S02,TCU095-N,P1,G3fine_r36,SaT1,0.3,False,1,FF22
S02,TCU110-N,P1,G3fine_r36,SaT1,0.1,False,1,FF22
S03,A-TMZ270,P1,G3fine_r36,SaT1,0.1,False,1,FF22
S03,B-ICC000,P1,G3fine_r36,SaT1,0.2,False,1,FF22
S03,H-DLTDWN,P1,G3fine_r36,SaT1,0.3,False,1,FF22
S03,H-E11230,P1,G3fine_r36,SaT1,0.3,False,1,FF22
S03,HWA005-W,P1,G3fine_r36,SaT1,0.4,False,1,FF22
S03,LOS270,P1,G3fine_r36,SaT1,0.1,False,1,FF22
S03,ORR360,P1,G3fine_r36,SaT1,0.1,False,1,FF22
S03,TCU045-E,P1,G3fine_r36,SaT1,0.2,False,1,FF22
S03,TCU095-N,P1,G3fine_r36,SaT1,0.3,False,1,FF22
S03,TCU110-N,P1,G3fine_r36,SaT1,0.2,False,1,FF22
S04,A-TMZ270,P1,G3fine_r36,SaT1,0.2,False,1,FF22
S04,B-ICC000,P1,G3fine_r36,SaT1,0.2,False,1,FF22
S04,H-DLTDWN,P1,G3fine_r36,SaT1,0.2,False,1,FF22
S04,H-E11230,P1,G3fine_r36,SaT1,0.2,False,1,FF22
S04,HWA005-W,P1,G3fine_r36,SaT1,0.2,False,1,FF22
S04,LOS270,P1,G3fine_r36,SaT1,0.1,False,1,FF22
S04,ORR360,P1,G3fine_r36,SaT1,0.1,False,1,FF22
S04,TCU045-E,P1,G3fine_r36,SaT1,0.1,False,1,FF22
S04,TCU095-N,P1,G3fine_r36,SaT1,0.2,False,1,FF22
S04,TCU110-N,P1,G3fine_r36,SaT1,0.1,False,1,FF22
S05,A-TMZ270,P1,G3fine_r36,SaT1,0.1,False,1,FF22
S05,B-ICC000,P1,G3fine_r36,SaT1,0.3,False,1,FF22
S05,H-DLTDWN,P1,G3fine_r36,SaT1,0.7,False,1,FF22
S05,H-E11230,P1,G3fine_r36,SaT1,0.4,False,1,FF22
S05,HWA005-W,P1,G3fine_r36,SaT1,0.4,False,1,FF22
S05,LOS270,P1,G3fine_r36,SaT1,0.1,False,1,FF22
S05,ORR360,P1,G3fine_r36,SaT1,0.1,False,1,FF22
S05,TCU045-E,P1,G3fine_r36,SaT1,0.2,False,1,FF22
S05,TCU095-N,P1,G3fine_r36,SaT1,0.3,False,1,FF22
S05,TCU110-N,P1,G3fine_r36,SaT1,0.2,False,1,FF22
S01,184327,P1,G3fine_r36,SaT1,0.1,False,1,FFext
S01,21081360,P1,G3fine_r36,SaT1,0.2,False,1,FFext
S01,H-DLT262,P1,G3fine_r36,SaT1,0.1,False,1,FFext
S01,HWA005-V,P1,G3fine_r36,SaT1,0.3,False,1,FFext
S01,JOS000,P1,G3fine_r36,SaT1,0.1,False,1,FFext
S01,JOS090,P1,G3fine_r36,SaT1,0.1,False,1,FFext
S01,STM090,P1,G3fine_r36,SaT1,0.2,False,1,FFext
S01,STM360,P1,G3fine_r36,SaT1,0.3,False,1,FFext
S01,TAP100-E,P1,G3fine_r36,SaT1,0.2,False,1,FFext
S01,TCU025-E,P1,G3fine_r36,SaT1,0.5,False,1,FFext
S02,184327,P1,G3fine_r36,SaT1,0.2,False,1,FFext
S02,21081360,P1,G3fine_r36,SaT1,0.3,False,1,FFext
S02,H-DLT262,P1,G3fine_r36,SaT1,0.1,False,1,FFext
S02,HWA005-V,P1,G3fine_r36,SaT1,0.5,False,1,FFext
S02,JOS000,P1,G3fine_r36,SaT1,0.1,False,1,FFext
S02,JOS090,P1,G3fine_r36,SaT1,0.1,False,1,FFext
S02,STM090,P1,G3fine_r36,SaT1,0.2,False,1,FFext
S02,STM360,P1,G3fine_r36,SaT1,0.2,False,1,FFext
S02,TAP100-E,P1,G3fine_r36,SaT1,0.2,False,1,FFext
S02,TCU025-E,P1,G3fine_r36,SaT1,0.3,False,1,FFext
S03,184327,P1,G3fine_r36,SaT1,0.2,False,1,FFext
S03,21081360,P1,G3fine_r36,SaT1,0.3,False,1,FFext
S03,H-DLT262,P1,G3fine_r36,SaT1,0.2,False,1,FFext
S03,HWA005-V,P1,G3fine_r36,SaT1,0.3,False,1,FFext
S03,JOS000,P1,G3fine_r36,SaT1,0.1,False,1,FFext
S03,JOS090,P1,G3fine_r36,SaT1,0.1,False,1,FFext
S03,STM090,P1,G3fine_r36,SaT1,0.2,False,1,FFext
S03,STM360,P1,G3fine_r36,SaT1,0.2,False,1,FFext
S03,TAP100-E,P1,G3fine_r36,SaT1,0.4,False,1,FFext
S03,TCU025-E,P1,G3fine_r36,SaT1,0.6,False,1,FFext
S04,184327,P1,G3fine_r36,SaT1,0.2,False,1,FFext
S04,21081360,P1,G3fine_r36,SaT1,0.3,False,1,FFext
S04,H-DLT262,P1,G3fine_r36,SaT1,0.2,False,1,FFext
S04,HWA005-V,P1,G3fine_r36,SaT1,0.3,False,1,FFext
S04,JOS000,P1,G3fine_r36,SaT1,0.1,False,1,FFext
S04,JOS090,P1,G3fine_r36,SaT1,0.1,False,1,FFext
S04,STM090,P1,G3fine_r36,SaT1,0.1,False,1,FFext
S04,STM360,P1,G3fine_r36,SaT1,0.1,False,1,FFext
S04,TAP100-E,P1,G3fine_r36,SaT1,0.2,False,1,FFext
S04,TCU025-E,P1,G3fine_r36,SaT1,0.4,False,1,FFext
S05,184327,P1,G3fine_r36,SaT1,0.2,False,1,FFext
S05,21081360,P1,G3fine_r36,SaT1,0.3,False,1,FFext
S05,H-DLT262,P1,G3fine_r36,SaT1,0.1,False,1,FFext
S05,HWA005-V,P1,G3fine_r36,SaT1,0.5,False,1,FFext
S05,JOS000,P1,G3fine_r36,SaT1,0.2,False,1,FFext
S05,JOS090,P1,G3fine_r36,SaT1,0.1,False,1,FFext
S05,STM090,P1,G3fine_r36,SaT1,0.2,False,1,FFext
S05,STM360,P1,G3fine_r36,SaT1,0.2,False,1,FFext
S05,TAP100-E,P1,G3fine_r36,SaT1,0.5,False,1,FFext
S05,TCU025-E,P1,G3fine_r36,SaT1,0.8,False,1,FFext
S01,NF8201601,P1,G3fine_r36,SaT1,0.1,False,1,NF28
S01,NF8201811,P1,G3fine_r36,SaT1,0.1,False,1,NF28
S01,NF8204961,P1,G3fine_r36,SaT1,0.3,False,1,NF28
S01,NF8208252,P1,G3fine_r36,SaT1,0.1,False,1,NF28
S01,NF8210631,P1,G3fine_r36,SaT1,0.1,False,1,NF28
S01,NF8210861,P1,G3fine_r36,SaT1,0.1,False,1,NF28
S01,NF8211762,P1,G3fine_r36,SaT1,0.1,False,1,NF28
S01,NF8215041,P1,G3fine_r36,SaT1,0.1,False,1,NF28
S01,NF8216052,P1,G3fine_r36,SaT1,0.1,False,1,NF28
S01,NF8221141,P1,G3fine_r36,SaT1,0.1,False,1,NF28
S02,NF8201601,P1,G3fine_r36,SaT1,0.1,False,1,NF28
S02,NF8201811,P1,G3fine_r36,SaT1,0.2,False,1,NF28
S02,NF8204961,P1,G3fine_r36,SaT1,0.3,False,1,NF28
S02,NF8208252,P1,G3fine_r36,SaT1,0.1,False,1,NF28
S02,NF8210631,P1,G3fine_r36,SaT1,0.1,False,1,NF28
S02,NF8210861,P1,G3fine_r36,SaT1,0.1,False,1,NF28
S02,NF8211762,P1,G3fine_r36,SaT1,0.1,False,1,NF28
S02,NF8215041,P1,G3fine_r36,SaT1,0.1,False,1,NF28
S02,NF8216052,P1,G3fine_r36,SaT1,0.1,False,1,NF28
S02,NF8221141,P1,G3fine_r36,SaT1,0.2,False,1,NF28
S03,NF8201601,P1,G3fine_r36,SaT1,0.1,False,1,NF28
S03,NF8201811,P1,G3fine_r36,SaT1,0.3,False,1,NF28
S03,NF8204961,P1,G3fine_r36,SaT1,0.2,False,1,NF28
S03,NF8208252,P1,G3fine_r36,SaT1,0.1,False,1,NF28
S03,NF8210631,P1,G3fine_r36,SaT1,0.1,False,1,NF28
S03,NF8210861,P1,G3fine_r36,SaT1,0.2,False,1,NF28
S03,NF8211762,P1,G3fine_r36,SaT1,0.2,False,1,NF28
S03,NF8215041,P1,G3fine_r36,SaT1,0.1,False,1,NF28
S03,NF8216052,P1,G3fine_r36,SaT1,0.1,False,1,NF28
S03,NF8221141,P1,G3fine_r36,SaT1,0.2,False,1,NF28
S04,NF8201601,P1,G3fine_r36,SaT1,0.1,False,1,NF28
S04,NF8201811,P1,G3fine_r36,SaT1,0.1,False,1,NF28
S04,NF8204961,P1,G3fine_r36,SaT1,0.2,False,1,NF28
S04,NF8208252,P1,G3fine_r36,SaT1,0.1,False,1,NF28
S04,NF8210631,P1,G3fine_r36,SaT1,0.1,False,1,NF28
S04,NF8210861,P1,G3fine_r36,SaT1,0.1,False,1,NF28
S04,NF8211762,P1,G3fine_r36,SaT1,0.1,False,1,NF28
S04,NF8215041,P1,G3fine_r36,SaT1,0.1,False,1,NF28
S04,NF8216052,P1,G3fine_r36,SaT1,0.1,False,1,NF28
S04,NF8221141,P1,G3fine_r36,SaT1,0.1,False,1,NF28
S05,NF8201601,P1,G3fine_r36,SaT1,0.1,False,1,NF28
S05,NF8201811,P1,G3fine_r36,SaT1,0.2,False,1,NF28
S05,NF8204961,P1,G3fine_r36,SaT1,0.2,False,1,NF28
S05,NF8208252,P1,G3fine_r36,SaT1,0.1,False,1,NF28
S05,NF8210631,P1,G3fine_r36,SaT1,0.1,False,1,NF28
S05,NF8210861,P1,G3fine_r36,SaT1,0.2,False,1,NF28
S05,NF8211762,P1,G3fine_r36,SaT1,0.2,False,1,NF28
S05,NF8215041,P1,G3fine_r36,SaT1,0.1,False,1,NF28
S05,NF8216052,P1,G3fine_r36,SaT1,0.1,False,1,NF28
S05,NF8221141,P1,G3fine_r36,SaT1,0.2,False,1,NF28
S01,B-POE270,P1,G3fine_r36,SaT1,0.1,False,2,FF22
S01,CHY059-N,P1,G3fine_r36,SaT1,0.3,False,2,FF22
S01,CHY101-E,P1,G3fine_r36,SaT1,0.1,False,2,FF22
S01,FOR090,P1,G3fine_r36,SaT1,0.2,False,2,FF22
S01,G03090,P1,G3fine_r36,SaT1,0.2,False,2,FF22
S01,HECVER,P1,G3fine_r36,SaT1,0.2,False,2,FF22
S01,HWA055-V,P1,G3fine_r36,SaT1,0.2,False,2,FF22
S01,LOS000,P1,G3fine_r36,SaT1,0.2,False,2,FF22
S01,MUL009,P1,G3fine_r36,SaT1,0.1,False,2,FF22
S01,TCU110-V,P1,G3fine_r36,SaT1,0.2,False,2,FF22
S02,B-POE270,P1,G3fine_r36,SaT1,0.1,False,2,FF22
S02,CHY059-N,P1,G3fine_r36,SaT1,0.3,False,2,FF22
S02,CHY101-E,P1,G3fine_r36,SaT1,0.1,False,2,FF22
S02,FOR090,P1,G3fine_r36,SaT1,0.3,False,2,FF22
S02,G03090,P1,G3fine_r36,SaT1,0.2,False,2,FF22
S02,HECVER,P1,G3fine_r36,SaT1,0.3,False,2,FF22
S02,HWA055-V,P1,G3fine_r36,SaT1,0.2,False,2,FF22
S02,LOS000,P1,G3fine_r36,SaT1,0.2,False,2,FF22
S02,MUL009,P1,G3fine_r36,SaT1,0.1,False,2,FF22
S02,TCU110-V,P1,G3fine_r36,SaT1,0.4,False,2,FF22
S03,B-POE270,P1,G3fine_r36,SaT1,0.2,False,2,FF22
S03,CHY059-N,P1,G3fine_r36,SaT1,0.4,False,2,FF22
S03,CHY101-E,P1,G3fine_r36,SaT1,0.1,False,2,FF22
S03,FOR090,P1,G3fine_r36,SaT1,0.4,False,2,FF22
S03,G03090,P1,G3fine_r36,SaT1,0.2,False,2,FF22
S03,HECVER,P1,G3fine_r36,SaT1,0.5,False,2,FF22
S03,HWA055-V,P1,G3fine_r36,SaT1,0.3,False,2,FF22
S03,LOS000,P1,G3fine_r36,SaT1,0.2,False,2,FF22
S03,MUL009,P1,G3fine_r36,SaT1,0.2,False,2,FF22
S03,TCU110-V,P1,G3fine_r36,SaT1,0.3,False,2,FF22
S04,B-POE270,P1,G3fine_r36,SaT1,0.1,False,2,FF22
S04,CHY059-N,P1,G3fine_r36,SaT1,0.3,False,2,FF22
S04,CHY101-E,P1,G3fine_r36,SaT1,0.1,False,2,FF22
S04,FOR090,P1,G3fine_r36,SaT1,0.1,False,2,FF22
S04,G03090,P1,G3fine_r36,SaT1,0.1,False,2,FF22
S04,HECVER,P1,G3fine_r36,SaT1,0.4,False,2,FF22
S04,HWA055-V,P1,G3fine_r36,SaT1,0.2,False,2,FF22
S04,LOS000,P1,G3fine_r36,SaT1,0.2,False,2,FF22
S04,MUL009,P1,G3fine_r36,SaT1,0.1,False,2,FF22
S04,TCU110-V,P1,G3fine_r36,SaT1,0.2,False,2,FF22
S05,B-POE270,P1,G3fine_r36,SaT1,0.2,False,2,FF22
S05,CHY059-N,P1,G3fine_r36,SaT1,0.6,False,2,FF22
S05,CHY101-E,P1,G3fine_r36,SaT1,0.2,False,2,FF22
S05,FOR090,P1,G3fine_r36,SaT1,0.6,False,2,FF22
S05,G03090,P1,G3fine_r36,SaT1,0.3,False,2,FF22
S05,HECVER,P1,G3fine_r36,SaT1,0.5,False,2,FF22
S05,HWA055-V,P1,G3fine_r36,SaT1,0.4,False,2,FF22
S05,LOS000,P1,G3fine_r36,SaT1,0.2,False,2,FF22
S05,MUL009,P1,G3fine_r36,SaT1,0.2,False,2,FF22
S05,TCU110-V,P1,G3fine_r36,SaT1,0.4,False,2,FF22
S01,B-ICC000,P1,G3fine_r36,SaT1,0.2,False,2,FFext
S01,B-WSM180,P1,G3fine_r36,SaT1,0.1,False,2,FFext
S01,CHY059-E,P1,G3fine_r36,SaT1,0.3,False,2,FFext
S01,CHY101-V,P1,G3fine_r36,SaT1,0.2,False,2,FFext
S01,TCU045-V,P1,G3fine_r36,SaT1,0.2,False,2,FFext
S01,TCU059-V,P1,G3fine_r36,SaT1,0.2,False,2,FFext
S01,TCU095-N,P1,G3fine_r36,SaT1,0.2,False,2,FFext
S01,TCU128-E,P1,G3fine_r36,SaT1,0.2,False,2,FFext
S01,WGK-N,P1,G3fine_r36,SaT1,0.1,False,2,FFext
S01,YER270,P1,G3fine_r36,SaT1,0.1,False,2,FFext
S02,B-ICC000,P1,G3fine_r36,SaT1,0.2,False,2,FFext
S02,B-WSM180,P1,G3fine_r36,SaT1,0.1,False,2,FFext
S02,CHY059-E,P1,G3fine_r36,SaT1,0.3,False,2,FFext
S02,CHY101-V,P1,G3fine_r36,SaT1,0.2,False,2,FFext
S02,TCU045-V,P1,G3fine_r36,SaT1,0.3,False,2,FFext
S02,TCU059-V,P1,G3fine_r36,SaT1,0.3,False,2,FFext
S02,TCU095-N,P1,G3fine_r36,SaT1,0.3,False,2,FFext
S02,TCU128-E,P1,G3fine_r36,SaT1,0.2,False,2,FFext
S02,WGK-N,P1,G3fine_r36,SaT1,0.1,False,2,FFext
S02,YER270,P1,G3fine_r36,SaT1,0.1,False,2,FFext
S03,B-ICC000,P1,G3fine_r36,SaT1,0.2,False,2,FFext
S03,B-WSM180,P1,G3fine_r36,SaT1,0.1,False,2,FFext
S03,CHY059-E,P1,G3fine_r36,SaT1,0.6,False,2,FFext
S03,CHY101-V,P1,G3fine_r36,SaT1,0.5,False,2,FFext
