record_set,gm_id,base_eq_id,pga_g,path,eligibility_rule
FF22,B-ICC090,,0.258332,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/SUPERST/B-ICC090.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,B-POE270,,0.446326,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/LANDERS/B-POE270.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,B-POE360,,0.300292,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/LANDERS/B-POE360.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,B-WSM090,,0.171838,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/SUPERST/B-WSM090.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,B-WSM180,,0.210859,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/SUPERST/B-WSM180.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,BOL000,,0.727581,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/DUZCE/BOL000.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,BOL090,,0.822429,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/DUZCE/BOL090.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,CAP000,,0.528519,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/LOMAP/CAP000.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,CAP090,,0.443293,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/LOMAP/CAP090.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,CHY059-E,,0.0492776,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/CHICHI/CHY059-E.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,CHY059-N,,0.0494289,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/CHICHI/CHY059-N.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,CHY059-V,,0.0151785,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/CHICHI/CHY059-V.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,CHY101-E,,0.352887,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/CHICHI/CHY101-E.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,CHY101-N,,0.440103,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/CHICHI/CHY101-N.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,CHY101-V,,0.164807,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/CHICHI/CHY101-V.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,CHY104-N,,0.186682,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/CHICHI/CHY104-N.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,CHY104-V,,0.124936,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/CHICHI/CHY104-V.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,CHY104-W,,0.161863,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/CHICHI/CHY104-W.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,CLW-LN,,0.282825,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/LANDERS/CLW-LN.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,CLW-TR,,0.41689,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/LANDERS/CLW-TR.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,DZC180,,0.312128,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/KOCAELI/DZC180.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,DZC270,,0.357876,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/KOCAELI/DZC270.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,FOR000,,0.116109,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/CAPEMEND/FOR000.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,FOR090,,0.114031,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/CAPEMEND/FOR090.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,G03000,,0.555024,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/LOMAP/G03000.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,G03090,,0.367362,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/LOMAP/G03090.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,H-DLT262,,0.237759,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/IMPVALL/H-DLT262.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,H-DLT352,,0.351119,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/IMPVALL/H-DLT352.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,H-DLTDWN,,0.144955,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/IMPVALL/H-DLTDWN.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,H-E11140,,0.363978,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/IMPVALL/H-E11140.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,H-E11230,,0.379579,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/IMPVALL/H-E11230.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,HEC000,,0.26558,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/HECTOR/HEC000.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,HEC090,,0.336769,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/HECTOR/HEC090.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,HECVER,,0.150246,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/HECTOR/HECVER.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,HSP000,,0.37054,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/LOMAP/HSP000.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,HSP090,,0.177378,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/LOMAP/HSP090.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,HWA005-N,,0.138548,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/CHICHI/HWA005-N.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,HWA005-V,,0.0512845,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/CHICHI/HWA005-V.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,HWA005-W,,0.147236,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/CHICHI/HWA005-W.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,HWA015-E,,0.105455,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/CHICHI/HWA015-E.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,HWA015-N,,0.0734442,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/CHICHI/HWA015-N.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,HWA015-V,,0.0504858,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/CHICHI/HWA015-V.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,HWA055-N,,0.0877052,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/CHICHI/HWA055-N.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,HWA055-V,,0.0616306,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/CHICHI/HWA055-V.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,HWA055-W,,0.093861,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/CHICHI/HWA055-W.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,ILA027-E,,0.101309,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/CHICHI/ILA027-E.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,ILA027-N,,0.0624175,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/CHICHI/ILA027-N.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,ILA027-V,,0.0215876,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/CHICHI/ILA027-V.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,ILA036-E,,0.0553713,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/CHICHI/ILA036-E.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,ILA036-N,,0.0675822,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/CHICHI/ILA036-N.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,ILA036-V,,0.0256021,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/CHICHI/ILA036-V.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,JOS000,,0.273697,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/LANDERS/JOS000.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,JOS090,,0.284031,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/LANDERS/JOS090.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,KAK000,,0.251447,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/KOBE/KAK000.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,KAK090,,0.34472,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/KOBE/KAK090.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,LOS000,,0.410041,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/NORTHR/LOS000.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,LOS270,,0.482002,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/NORTHR/LOS270.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,MUL009,,0.415783,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/NORTHR/MUL009.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,MUL279,,0.516457,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/NORTHR/MUL279.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,NIS000,,0.509338,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/KOBE/NIS000.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,NIS090,,0.502749,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/KOBE/NIS090.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,ORR090,,0.568322,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/NORTHR/ORR090.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,ORR360,,0.51426,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/NORTHR/ORR360.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,PEL090,,0.209876,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/SFERN/PEL090.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,PEL180,,0.174179,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/SFERN/PEL180.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,RIO270,,0.38542,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/CAPEMEND/RIO270.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,RIO360,,0.548927,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/CAPEMEND/RIO360.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,SHI000,,0.243233,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/KOBE/SHI000.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,SHI090,,0.211916,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/KOBE/SHI090.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,TAP006-E,,0.104612,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/CHICHI/TAP006-E.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,TAP006-N,,0.0708195,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/CHICHI/TAP006-N.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,TAP006-V,,0.0322923,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/CHICHI/TAP006-V.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,TAP012-E,,0.0996042,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/CHICHI/TAP012-E.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,TAP012-N,,0.0553551,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/CHICHI/TAP012-N.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,TAP012-V,,0.0281474,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/CHICHI/TAP012-V.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,TAP100-E,,0.0573297,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/CHICHI/TAP100-E.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,TAP100-N,,0.0873791,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/CHICHI/TAP100-N.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,TAP100-V,,0.0240192,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/CHICHI/TAP100-V.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,TCU025-E,,0.0752309,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/CHICHI/TCU025-E.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,TCU025-N,,0.0585533,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/CHICHI/TCU025-N.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,TCU025-V,,0.0342983,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/CHICHI/TCU025-V.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,TCU036-E,,0.139148,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/CHICHI/TCU036-E.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,TCU036-N,,0.130863,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/CHICHI/TCU036-N.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,TCU036-V,,0.0638088,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/CHICHI/TCU036-V.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,TCU039-E,,0.206222,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/CHICHI/TCU039-E.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,TCU039-N,,0.144605,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/CHICHI/TCU039-N.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,TCU039-V,,0.13606,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/CHICHI/TCU039-V.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,TCU045-E,,0.474352,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/CHICHI/TCU045-E.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,TCU045-N,,0.512019,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/CHICHI/TCU045-N.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,TCU045-V,,0.361057,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/CHICHI/TCU045-V.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,TCU059-E,,0.165361,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/CHICHI/TCU059-E.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,TCU059-N,,0.172556,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/CHICHI/TCU059-N.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,TCU059-V,,0.0566435,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/CHICHI/TCU059-V.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,TCU070-E,,0.255241,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/CHICHI/TCU070-E.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,TCU070-N,,0.168675,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/CHICHI/TCU070-N.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,TCU070-V,,0.0850859,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/CHICHI/TCU070-V.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,TCU095-E,,0.378512,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/CHICHI/TCU095-E.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,TCU095-N,,0.711632,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/CHICHI/TCU095-N.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,TCU095-V,,0.254833,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/CHICHI/TCU095-V.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,TCU109-E,,0.155791,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/CHICHI/TCU109-E.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,TCU109-N,,0.155133,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/CHICHI/TCU109-N.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,TCU109-V,,0.137491,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/CHICHI/TCU109-V.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,TCU110-E,,0.180392,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/CHICHI/TCU110-E.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
