contrast,delta_logtheta_v2_N5_G5,delta_logtheta_N5_G12_v2_records,delta_logtheta_N10_G5_v3_records,delta_logtheta_v3_N10_G12,grid_effect_with_v2_records,grid_effect_with_v3_records,record_subset_count_effect_on_coarse_grid,record_subset_count_effect_on_fine_grid,interpretation
FFext_vs_FF22,-0.21071436005616798,-0.286681506645192,0.14946146576661581,0.2676329262566819,-0.07596714658902401,0.11817146049006608,0.3601758258227838,0.5543144329018739,record_subset_count_sensitive_across_grids
NF28_vs_FF22,-0.4846319313551361,-0.7101448448369355,-0.2769514491075579,-0.4457960433270047,-0.22551291348179942,-0.16884459421944675,0.20768048224757818,0.26434880150993084,negative_in_all_four_cells
