subset_id,record_set,theta,beta,mu,n_total,n_observed,n_censored,log_likelihood
9,FFext,0.25216299942298237,0.5422308617942224,-1.3776795774635446,50,50,0,-40.343756546853385
9,NF28,0.15603771098627162,0.4800593346921727,-1.857657563854818,50,50,0,-34.2546487303512
10,FF22,0.2115683797612545,0.8173053209232668,-1.5532070241849047,50,50,0,-60.859800306047006
10,FFext,0.23905400955222217,0.6616126340717711,-1.4310657711905237,50,50,0,-50.293175345438016
10,NF28,0.1393290610964962,0.4285488327241718,-1.9709167975824482,50,50,0,-28.579397411304356
11,FF22,0.2824498203723671,0.7851597394756019,-1.2642543711736558,50,50,0,-58.853522710446626
11,FFext,0.27720466169083613,0.43719746626084793,-1.2829991947412858,50,50,0,-29.57841150247259
11,NF28,0.13442457777614372,0.4152019933184966,-2.0067519972536214,50,50,0,-26.99741952607041
12,FF22,0.2059220510463799,0.6398629983691326,-1.5802575747799823,50,50,0,-48.621867466581406
12,FFext,0.23796633593834665,0.6199837208785457,-1.4356260609522389,50,50,0,-47.04382379907153
12,NF28,0.12440958147963745,0.386823186991028,-2.0841760801025706,50,50,0,-23.457548229193957
13,FF22,0.21364348971698316,0.6834932092031331,-1.5434465890765572,50,50,0,-51.91999864109661
13,FFext,0.35799983979586897,0.7423828021747905,-1.0272227400791096,50,50,0,-56.05241439508549
13,NF28,0.12369582955722885,0.39627418027345224,-2.0899297143215625,50,50,0,-24.664480442147415
14,FF22,0.18029995639694027,0.7084737321122385,-1.7131333906090551,50,50,0,-53.71481184019105
14,FFext,0.30973536730673695,0.8009121511434606,-1.1720369999221203,50,50,0,-59.846725938588136
14,NF28,0.11108770335645354,0.26596377328764215,-2.1974352693221353,50,50,0,-4.727206730315686
15,FF22,0.28023822411108834,0.7780129734574077,-1.2721152371416447,50,50,0,-58.39632305317785
15,FFext,0.23135987440971606,0.5272787066899141,-1.4637808828467909,50,50,0,-38.94562599208674
15,NF28,0.1176986293252274,0.363790298363269,-2.1396279102788096,50,50,0,-20.388043276887082
16,FF22,0.18384995473207458,0.48478780886704476,-1.6936353174569447,50,50,0,-34.744727489398656
16,FFext,0.26396150689648135,0.47011280167702063,-1.3319519936770234,50,50,0,-33.207796556735424
16,NF28,0.14608387553289331,0.4170313090206483,-1.9235743322786545,50,50,0,-27.217228437886206
17,FF22,0.17249399718096536,0.7625435022919311,-1.7573928420671456,50,50,0,-57.39214101347977
17,FFext,0.2291168697075249,0.5052951044934583,-1.4735230575433875,50,50,0,-36.81629403839135
17,NF28,0.12003025152212586,0.33321962660213933,-2.1200114719532372,50,50,0,-15.999253893406202
18,FF22,0.18706064989176446,0.7417801418790071,-1.6763223837394683,50,50,0,-56.01180797053611
18,FFext,0.24064469082933,0.6491233994017235,-1.4244337452701505,50,50,0,-49.340304891954354
18,NF28,0.14642840578377694,0.4591217961843983,-1.9212186676983245,50,50,0,-32.02493914881673
19,FF22,0.30016908924485014,0.8380186545889209,-1.203409332289958,50,50,0,-62.111181437451
19,FFext,0.2380477603577718,0.6818589225438203,-1.4352839516708,50,50,0,-51.80030233932068
19,NF28,0.13119375608641926,0.35126481888237165,-2.031079994409358,50,50,0,-18.636183331680357
20,FF22,0.1607123057387326,0.576618359563236,-1.828139433322706,50,50,0,-43.41819493741374
20,FFext,0.27928470320963594,0.5301948425886214,-1.2755235758457897,50,50,0,-39.2213913553582
20,NF28,0.13520023694333771,0.38054746901833497,-2.000998362835329,50,50,0,-22.639709095019644
21,FF22,0.2016113586558487,0.6966093073926652,-1.6014134018331727,50,50,0,-52.8703989288135
21,FFext,0.3356543441266918,0.5047584976116953,-1.0916733862509433,50,50,0,-36.76316727895022
21,NF28,0.15603770882270718,0.4596072691075659,-1.8576575777204691,50,50,0,-32.07778165713816
22,FF22,0.18956508347902168,0.7959353051617519,-1.6630228649864611,50,50,0,-59.535059060037135
22,FFext,0.2120273682239076,0.5218986210030095,-1.5510399172464275,50,50,0,-38.43283061903514
22,NF28,0.11674800735379064,0.31807628499087187,-2.147737450212269,50,50,0,-13.673725391183753
23,FF22,0.21743656470198525,0.6404061523787735,-1.5258481275360358,50,50,0,-48.66429192601568
23,FFext,0.21791961754967895,0.5621376715761208,-1.5236290110258384,50,50,0,-42.14650247987227
23,NF28,0.1412740232920917,0.4506587428694835,-1.9570538470127496,50,50,0,-31.094682063921336
24,FF22,0.19548610436129998,0.625439546008073,-1.632265979518643,50,50,0,-47.481896831555254
24,FFext,0.27454472417306086,0.7462804946843075,-1.292641101711929,50,50,0,-56.31423928842031
24,NF28,0.13820377137688683,0.4176572965034924,-1.9790260787525566,50,50,0,-27.29222464171668
25,FF22,0.2069936094704043,0.7252007140272604,-1.5750673583169725,50,50,0,-54.88158602842698
25,FFext,0.382939986009553,0.5533284222869499,-0.9598769965713844,50,50,0,-41.35674845106424
25,NF28,0.12969274072277023,0.39819965976307936,-2.0425871589811524,50,50,0,-24.906839597074267
26,FF22,0.19224907282507628,0.5469062148974272,-1.6489634933644435,50,50,0,-40.77303038091746
26,FFext,0.2972515917989371,0.7150501190170564,-1.2131763883408504,50,50,0,-54.17679482029706
26,NF28,0.1344245777750329,0.41520199003601993,-2.006751997261885,50,50,0,-26.99741952607041
27,FF22,0.24720370680558149,0.7656692257565247,-1.3975425583428178,50,50,0,-57.5966763853764
27,FFext,0.27808721655821816,0.7067225275176856,-1.279820485867351,50,50,0,-53.59106938258637
27,NF28,0.12512744624478994,0.3506377018856716,-2.0784224911299476,50,50,0,-18.54683817322515
28,FF22,0.1694150458119597,0.6795405037501089,-1.7754036824558719,50,50,0,-51.63000430155571
28,FFext,0.248045127066031,0.7454633237609899,-1.3941445853946597,50,50,0,-56.259459499142096
28,NF28,0.14968137638927842,0.46657268268712837,-1.8992464015128947,50,50,0,-32.82985346051712
29,FF22,0.14669108247951546,0.5651322343310835,-1.9194263831415326,50,50,0,-42.41215010463577
29,FFext,0.29869075046525456,0.8249585325282385,-1.208346520207876,50,50,0,-61.32581822920102
29,NF28,0.13932905919529626,0.45041338553017274,-1.9709168112278423,50,50,0,-31.067453092408932
30,FF22,0.2550819940040751,0.7408488753141286,-1.3661702403942422,50,50,0,-55.94899614621405
30,FFext,0.3250051330943199,0.3522752704900581,-1.1239143026407568,50,50,0,-18.779807594293846
30,NF28,0.14046351957353267,0.4603880781368473,-1.9628074710859658,50,50,0,-32.16265193262805
31,FF22,0.16437518067882814,0.4536503882682404,-1.805603776863925,50,50,0,-31.425504429551744
31,FFext,0.26109738430705703,0.6281113019757719,-1.342861821300972,50,50,0,-47.69503221390142
31,NF28,0.13257391304946267,0.4132719290538281,-2.020614954752028,50,50,0,-26.76445328499395
32,FF22,0.18648482483124973,0.6511468200991204,-1.6794054114058905,50,50,0,-49.49592055497228
32,FFext,0.2776893163279826,0.5965398241303362,-1.2812523574008694,50,50,0,-45.11646335696558
32,NF28,0.12369582485305952,0.39627418323536884,-2.0899297523517,50,50,0,-24.66448044214881
33,FF22,0.23527688267582764,0.7855258563918937,-1.4469922342468697,50,50,0,-58.87683229913267
33,FFext,0.260771444191731,0.5510554260373562,-1.3441109480543154,50,50,0,-41.150932312452106
33,NF28,0.13852971583550922,0.45997453098901475,-1.976670421599307,50,50,0,-32.11771981579842
34,FF22,0.3889121943963148,0.7934082944797585,-0.9444016821888225,50,50,0,-59.37606121015456
34,FFext,0.21089693496969517,0.5117071988833564,-1.5563857247007142,50,50,0,-37.44679243545253
34,NF28,0.12542256808291527,0.40069195363796023,-2.0760666982124723,50,50,0,-25.218810207642772
35,FF22,0.2170144359283598,0.7501398971978444,-1.5277914026388852,50,50,0,-56.572148556443665
35,FFext,0.27471374412624666,0.8258507838007203,-1.2920256539099344,50,50,0,-61.379867469757684
35,NF28,0.11674800674631894,0.3180762851377449,-2.1477374554155415,50,50,0,-13.673725391184771
36,FF22,0.20937537507619694,0.7636801819137675,-1.563626584995709,50,50,0,-57.46661728616122
36,FFext,0.22122229801215107,0.6611666722215821,-1.5085872096578554,50,50,0,-50.259460605155944
36,NF28,0.11514070431187295,0.3389435092022911,-2.161600382748901,50,50,0,-16.850835623220902
37,FF22,0.2509896818515825,0.6953542921789813,-1.3823434488563426,50,50,0,-52.78023781170005
37,FFext,0.2556183870477469,0.48628396288012793,-1.3640696222595636,50,50,0,-34.89880026895062
37,NF28,0.12440958451260405,0.3868231824706434,-2.084176055723688,50,50,0,-23.45754822919321
38,FF22,0.2590529824064748,0.6571106905866446,-1.350722672927258,50,50,0,-49.95178655460988
38,FFext,0.2821858591907172,0.6141563032908609,-1.2651893499942766,50,50,0,-46.57163636755157
38,NF28,0.13852971484270346,0.4599745330625877,-1.976670428766042,50,50,0,-32.11771981579844
39,FF22,0.1794405669786041,0.7433397003909904,-1.717911229063829,50,50,0,-56.11682049748336
39,FFext,0.3255613385203075,0.6274316559381996,-1.122204391092052,50,50,0,-47.640900364111516
39,NF28,0.14524577321677487,0.4498692830244907,-1.9293279837301587,50,50,0,-31.00701625671151
40,FF22,0.2158909988425976,0.6965238075316235,-1.532981633657034,50,50,0,-52.86426241022474
40,FFext,0.3256120033360729,0.6894185060328786,-1.1220487802504806,50,50,0,-52.351587588692375
40,NF28,0.1279072237634869,0.39493088351059713,-2.0564500922151954,50,50,0,-24.494701067411725
41,FF22,0.20008700719714428,0.5882827550357543,-1.6090029710490978,50,50,0,-44.41954862260373
41,FFext,0.24281235077372995,0.5563095861867904,-1.4154663529944445,50,50,0,-41.62541047317673
41,NF28,0.11837777585622004,0.3260308283043341,-2.133874278067877,50,50,0,-14.908760715934411
42,FF22,0.21982922838921692,0.70205178770309,-1.5149042686503118,50,50,0,-53.259521622773306
42,FFext,0.367048554108945,0.6856776128533645,-1.00226113965407,50,50,0,-52.07954098340243
42,NF28,0.16304760723616615,0.5068704921967111,-1.813713051885668,50,50,0,-36.97193983121687
43,FF22,0.20131082653600846,0.8346534662709274,-1.6029051646926922,50,50,0,-61.90999335220338
43,FFext,0.3503624232612083,0.7470419780117403,-1.0487871652218186,50,50,0,-56.36523173802392
43,NF28,0.16627761389414877,0.4720412761272665,-1.7940965146275993,50,50,0,-33.41248497820988
44,FF22,0.1509623647434497,0.6124381931642113,-1.8907247133422953,50,50,0,-46.431564679669265
44,FFext,0.31381378279069455,0.42889973858309555,-1.1589555174339439,50,50,0,-28.620321980632138
44,NF28,0.12199287503080879,0.3913157890660962,-2.103792637341121,50,50,0,-24.03490698894224
45,FF22,0.2886205267242337,0.8708557942473438,-1.2426425100010465,50,50,0,-64.03298283782219
45,FFext,0.2198392109390634,0.5788933298194466,-1.5148588592055792,50,50,0,-43.615073824751576
45,NF28,0.13820377279114268,0.41765730038262844,-1.979026068519436,50,50,0,-27.29222464171667
46,FF22,0.19428443761142614,0.5044962257058476,-1.638432020446602,50,50,0,-36.737181287451
46,FFext,0.2734139068977118,0.4924939142109651,-1.2967684894983367,50,50,0,-35.53326850838685
46,NF28,0.1676314971586947,0.4785813946711285,-1.7859871780497487,50,50,0,-34.100478147663324
47,FF22,0.22784970131434104,0.6847533941304663,-1.4790690721603506,50,50,0,-52.01210107415052
47,FFext,0.24273588307978844,0.5645703184637925,-1.415781327652953,50,50,0,-42.362410171790614
47,NF28,0.12003025821082772,0.333219626731722,-2.1200114162281047,50,50,0,-15.999253893399208
48,FF22,0.2403467790068457,0.8463566348756583,-1.4256724859932686,50,50,0,-62.60620327093036
48,FFext,0.39805379555916154,0.6115993523306262,-0.9211681181101159,50,50,0,-46.363034290337964
48,NF28,0.14558832923992815,0.4891698858260056,-1.9269723027514156,50,50,0,-35.194656395593746
49,FF22,0.21606876013386692,0.9458028061208289,-1.532158588002387,50,50,0,-68.16086930636588
49,FFext,0.25961196459732533,0.7876537863562002,-1.3485672066267087,50,50,0,-59.01209412402965
49,NF28,0.12790720997159047,0.36980032171584404,-2.056450200042547,50,50,0,-21.207322706096203
50,FF22,0.19861087997486587,0.7366324242280485,-1.616407745513784,50,50,0,-55.663614240690805
50,FFext,0.28735901935491054,0.6196321891688116,-1.2470229064753553,50,50,0,-47.015466372321065
50,NF28,0.15228743689485633,0.4116885147649548,-1.8819855116833348,50,50,0,-26.572514623250648
51,FF22,0.20592204965238528,0.6692241054124539,-1.580257581549508,50,50,0,-50.86511219800655
51,FFext,0.3498611053482885,0.6045314236625359,-1.0502190451232805,50,50,0,-45.781845662295076
51,NF28,0.1261462780522613,0.3911437959830321,-2.070313108474113,50,50,0,-24.012925930603423
52,FF22,0.18021775080290933,0.5373121934339359,-1.7135894325388352,50,50,0,-39.88812771690547
52,FFext,0.21134180044907644,0.4831104327601538,-1.5542785487991602,50,50,0,-34.571426354996305
52,NF28,0.13442457635754715,0.39137523427232057,-2.0067520078067256,50,50,0,-24.042501938951148
53,FF22,0.18263056671447328,0.6107134399372569,-1.7002899277086252,50,50,0,-46.29055541537428
53,FFext,0.30032878655758805,0.42954757651287034,-1.2028774492544372,50,50,0,-28.69578879558128
53,NF28,0.12369583466827173,0.371234568489187,-2.0899296730021195,50,50,0,-21.400869441520342
54,FF22,0.3001690934283258,0.8380186617354273,-1.2034093183528944,50,50,0,-62.111181437450995
54,FFext,0.36693296397575,0.6925845503373179,-1.0025761070784602,50,50,0,-52.58067949917653
54,NF28,0.12542256328140736,0.37594670039978373,-2.07606673649512,50,50,0,-22.031532349579066
55,FF22,0.21966939451060424,0.6641005375818927,-1.5156316151189062,50,50,0,-50.480840162632056
55,FFext,0.2687110911526672,0.5319951500673581,-1.314118487127836,50,50,0,-39.390882108803744
55,NF28,0.1517708515849998,0.4849145723904563,-1.8853834510026668,50,50,0,-34.75779983181699
56,FF22,0.16662837095489627,0.5030214477223863,-1.7919892699008295,50,50,0,-36.59080323568666
56,FFext,0.33812360850871725,0.33875572165576767,-1.0843437447060371,50,50,0,-16.823125965539838
56,NF28,0.12894867957410208,0.40797376316023154,-2.0483407865358103,50,50,0,-26.11930632696002
57,FF22,0.19644915963604836,0.6621411048302988,-1.6273516107366353,50,50,0,-50.33309757527417
57,FFext,0.23839321189728016,0.6038793096685546,-1.4338338177815568,50,50,0,-45.727881301569894
57,NF28,0.12269679542206682,0.3559050479987358,-2.0980390447859003,50,50,0,-19.29236155438307
58,FF22,0.3086986898114982,0.7615110597325023,-1.175389591695864,50,50,0,-57.324397804497565
58,FFext,0.28703408535110314,0.5868444622686209,-1.2481543059848779,50,50,0,-44.29715374803336
58,NF28,0.15054507222466385,0.4561740605894068,-1.893492756408997,50,50,0,-31.702885155436757
59,FF22,0.226891465760566,0.6704751336298145,-1.4832835002414462,50,50,0,-50.95849423180941
59,FFext,0.3373856777552402,0.6577377669849106,-1.0865285586294566,50,50,0,-49.99947859154582
59,NF28,0.16042452655296596,0.4527871706088415,-1.8299316865547377,50,50,0,-31.33027253837489
60,FF22,0.26609002881223887,0.8080186054406628,-1.3239205732817851,50,50,0,-60.28841759315094
60,FFext,0.28048448901746864,0.7312670465592951,-1.2712368531687885,50,50,0,-55.29809898179194
60,NF28,0.14324613468143466,0.4504775496599095,-1.9431909067779707,50,50,0,-31.07457460246066
61,FF22,0.21424504292484461,0.8227312979389387,-1.5406348586454468,50,50,0,-61.190646505862716
61,FFext,0.304274727312624,0.7240807135548326,-1.1898242774091696,50,50,0,-54.804306602142304
61,NF28,0.13074873198661013,0.4108653395832221,-2.0344778740832883,50,50,0,-26.472438149872232
62,FF22,0.15256062416795751,0.5451115014293073,-1.8801932264033931,50,50,0,-40.608680417028026
62,FFext,0.39169641533049493,0.7645327324813309,-0.9372681899210429,50,50,0,-57.52240505034865
62,NF28,0.13520023790418578,0.40501172469166785,-2.000998355728477,50,50,0,-25.754963646051543
63,FF22,0.15121844050367877,0.4666829412216175,-1.8890298616701764,50,50,0,-32.84166805955536
63,FFext,0.30943326945025423,0.7962646826833265,-1.173012817696215,50,50,0,-59.55574512357447
63,NF28,0.12894867600378324,0.40797376426064313,-2.048340814223716,50,50,0,-26.119306326960135
64,FF22,0.18218873967897223,0.6635831879799867,-1.7027120980475918,50,50,0,-50.44187507561163
64,FFext,0.24477919775720894,0.6276823322553388,-1.4073987084366615,50,50,0,-47.66087311464917
64,NF28,0.1251274479939304,0.3506377010616258,-2.078422477151076,50,50,0,-18.54683817322431
65,FF22,0.2060581752606114,0.7640739218784082,-1.5795967458833846,50,50,0,-57.492390113992634
65,FFext,0.23594208890219837,0.4745425172811661,-1.4441688900762335,50,50,0,-33.67672417915292
65,NF28,0.14127402428023397,0.45065873960934905,-1.9570538400182418,50,50,0,-31.094682063921304
66,FF22,0.26414453846057856,0.8772838042498576,-1.3312588314872138,50,50,0,-64.40069018617172
66,FFext,0.2428499356564391,0.46557449779648336,-1.4153115751422853,50,50,0,-32.722769250680315
66,NF28,0.14242431820822785,0.4808030218203321,-1.9489445206502858,50,50,0,-34.33204624679853
67,FF22,0.20126081704822482,0.8310716809388515,-1.6031536148199572,50,50,0,-61.69496484973149
67,FFext,0.27757023317276636,0.49876426568429416,-1.2816812853036819,50,50,0,-36.16584144292294
67,NF28,0.13932906545259363,0.42854882912866293,-1.9709167663176328,50,50,0,-28.579397411304225
68,FF22,0.2900748687262764,0.8188882011465951,-1.2376162212996036,50,50,0,-60.956542068577335
68,FFext,0.23975284639664585,0.6585941754959347,-1.4281466929360065,50,50,0,-50.06453996562842
68,NF28,0.11263842384487573,0.27791770268168664,-2.183572379524747,50,50,0,-6.925444625342509
69,FF22,0.17702590675782037,0.6652597684437248,-1.7314591912553539,50,50,0,-50.56804299436517
69,FFext,0.34837552133849287,0.7422701255368198,-1.0544742966946203,50,50,0,-56.0448239040552
69,NF28,0.12003025528587934,0.3332196256827046,-2.1200114405965302,50,50,0,-15.999253893402093
70,FF22,0.16449478172133797,0.5445217374129451,-1.8048764313386014,50,50,0,-40.554557008949544
70,FFext,0.19813326441768805,0.5130526352898664,-1.618815422071347,50,50,0,-37.57808505451975
70,NF28,0.12100758310717129,0.3500548305430176,-2.111902065041897,50,50,0,-18.463653089621424
71,FF22,0.20704504203262192,0.7159959862706794,-1.5748189150264948,50,50,0,-54.24289114717702
71,FFext,0.24510556256091606,0.5005170257451075,-1.4060662936386223,50,50,0,-36.34124313777843
71,NF28,0.11514071593992349,0.33894350885077207,-2.161600281758986,50,50,0,-16.85083562320614
72,FF22,0.19659209804006783,0.7139038338315196,-1.6266242651588902,50,50,0,-54.096576375176525
72,FFext,0.34118145119933696,0.6005748382212402,-1.075340828267513,50,50,0,-45.453526334628066
72,NF28,0.1344245782339392,0.4152019911161805,-2.006751993848028,50,50,0,-26.99741952607037
73,FF22,0.20917116412233633,0.7248049722321082,-1.5646023950953738,50,50,0,-54.854293416864564
73,FFext,0.2470516143254184,0.6586578946493564,-1.398157999304043,50,50,0,-50.069376537856996
73,NF28,0.13551910015001092,0.44863902355492097,-1.9986426880796957,50,50,0,-30.87009325171001
74,FF22,0.270373643252354,0.8025746975343567,-1.3079504127433113,50,50,0,-59.950409930011475
74,FFext,0.2835068898402976,0.7284540402324785,-1.2605188533219924,50,50,0,-55.10538945966622
74,NF28,0.14968137744258123,0.48673215737992864,-1.8992463944759284,50,50,0,-34.9448617289389
75,FF22,0.1770259042669063,0.6652597675850013,-1.7314592053262554,50,50,0,-50.56804299436519
75,FFext,0.29787726628258393,0.6761487492070635,-1.211073735425714,50,50,0,-51.37981790709718
75,NF28,0.1226968018581684,0.38195094500325016,-2.098038992330566,50,50,0,-22.82377183829648
76,FF22,0.1403844012947643,0.5503097228885563,-1.9633708954518416,50,50,0,-41.083225639470015
76,FFext,0.20445833178098036,0.6289351609176113,-1.5873910808326943,50,50,0,-47.760571179107096
76,NF28,0.15300661004664456,0.4927878576384351,-1.8772741556036754,50,50,0,-35.563101595286405
77,FF22,0.19376627510248626,0.5623190810284396,-1.6411026137475662,50,50,0,-42.16263545209374
77,FFext,0.3613809305517012,0.7365626229347385,-1.0178226677067452,50,50,0,-55.658875810007224
77,NF28,0.14324613615313592,0.4286162615316811,-1.9431908965040372,50,50,0,-28.58726402046605
78,FF22,0.27166853192914403,0.7678475050991007,-1.3031725884361056,50,50,0,-57.738721180484156
78,FFext,0.3028583068620036,0.6043676979975164,-1.1944902169665021,50,50,0,-45.76830230484503
78,NF28,0.13852971489068922,0.45997453814920203,-1.9766704284196488,50,50,0,-32.117719815798424
79,FF22,0.26109738628896156,0.6664847631038272,-1.3428618137103003,50,50,0,-50.660026321832845
79,FFext,0.2434743429458649,0.6946609806073781,-1.4127437097898559,50,50,0,-52.730359513834834
79,NF28,0.11421079825918598,0.28871331293112895,-2.1697094305456934,50,50,0,-8.830904923247545
80,FF22,0.16251377343057952,0.6892519077199432,-1.8169925212314375,50,50,0,-52.33950368592909
80,FFext,0.2159053612498256,0.5860699717833918,-1.532915109672301,50,50,0,-44.23112226393634
80,NF28,0.14642840728330464,0.43769247588032745,-1.921218657457636,50,50,0,-29.634990522318006
81,FF22,0.18504535352991527,0.55999277834233,-1.6871543297334384,50,50,0,-41.955357116254476
81,FFext,0.2408137966110137,0.5444699335636981,-1.4237312722925246,50,50,0,-40.54979982069396
81,NF28,0.1254225672365302,0.40069195764565163,-2.07606670496074,50,50,0,-25.21881020764281
82,FF22,0.1824977770881891,0.5492139085119793,-1.7010172863724617,50,50,0,-40.98356235706848
82,FFext,0.24057782923165957,0.48694211897779804,-1.4247116275192697,50,50,0,-34.96642651736497
82,NF28,0.13333889071511598,0.37865141727823054,-2.014861341047497,50,50,0,-22.3899648139949
83,FF22,0.19814357219041684,0.7386622598139454,-1.6187633989815327,50,50,0,-55.801202361858685
83,FFext,0.2982633673061475,0.7118316278014812,-1.2097783998763634,50,50,0,-53.9512335356834
83,NF28,0.12269679285704,0.3559050495061773,-2.0980390656913106,50,50,0,-19.292361554384186
84,FF22,0.21266932003581102,0.8746316255970408,-1.5480168077258711,50,50,0,-64.24930357699523
84,FFext,0.2412348307101538,0.6794537034265079,-1.4219844186253117,50,50,0,-51.62361745742906
84,NF28,0.13074872386298284,0.410865334912372,-2.0344779362148855,50,50,0,-26.472438149873373
85,FF22,0.2626039732079825,0.6543731046849648,-1.337108186961404,50,50,0,-49.74304718277347
85,FFext,0.2189836258298229,0.5282773273099828,-1.518758319861247,50,50,0,-39.0402324401714
85,NF28,0.11355555683788762,0.2996200327459323,-2.1754630742621544,50,50,0,-10.684950244673438
86,FF22,0.21414735598761414,0.6950047786079262,-1.5410909215409214,50,50,0,-52.755099065725915
86,FFext,0.2529589695844232,0.7629104319919423,-1.3745279789621336,50,50,0,-57.41619406879968
86,NF28,0.13900122961305067,0.40713679577677847,-1.973272499753517,50,50,0,-26.016624699828007
87,FF22,0.17560412546587353,0.6245774899072627,-1.7395231045156687,50,50,0,-47.4129331086725
87,FFext,0.30497787071655286,0.6226542291540627,-1.1875160600346644,50,50,0,-47.258730839272225
87,NF28,0.13741087392513035,0.42784186203553,-1.9847797616766516,50,50,0,-28.496845072220538
88,FF22,0.18224613355244149,0.5857898623624103,-1.7023971233941793,50,50,0,-44.20721931884743
88,FFext,0.21980418100095023,0.5645629882254272,-1.5150182153511713,50,50,0,-42.36176045494946
88,NF28,0.1382037637010539,0.4176572932355895,-1.9790261342925255,50,50,0,-27.2922246417173
89,FF22,0.1370443944569338,0.5119600970417646,-1.9874503585150403,50,50,0,-37.471498151303194
89,FFext,0.2570657606202041,0.6754953586118496,-1.358423348918457,50,50,0,-51.33147758542023
89,NF28,0.11742169915104224,0.3073053364159179,-2.141983557738463,50,50,0,-11.951284080820933
90,FF22,0.18454344788889013,0.6643653531479863,-1.6898703533122688,50,50,0,-50.500774220211824
90,FFext,0.2502896676625019,0.5327082815335273,-1.3851363612106589,50,50,0,-39.45786092519413
90,NF28,0.14441248560835307,0.4385740347538226,-1.9350815908295231,50,50,0,-29.735594711326222
91,FF22,0.2415578673477074,0.7939442932114279,-1.4206462182463069,50,50,0,-59.409828025683225
91,FFext,0.24308813646356592,0.5254294162672387,-1.4143311999057198,50,50,0,-38.769956027630066
91,NF28,0.11769863504800006,0.3637902998354028,-2.1396278616565567,50,50,0,-20.388043276884584
92,FF22,0.22720476285442234,0.6230571877764459,-1.481903629087163,50,50,0,-47.29107786934156
92,FFext,0.3442263220171598,0.7830039853965243,-1.066455925097932,50,50,0,-58.71605257641322
92,NF28,0.1432461337279232,0.45047754869576107,-1.9431909134344258,50,50,0,-31.074574602460707
93,FF22,0.26252127466481223,0.7116242265239294,-1.3374231538923942,50,50,0,-53.93666344641445
93,FFext,0.4020682054612625,0.6290584896961073,-0.9111335394281261,50,50,0,-47.770374941216524
93,NF28,0.13900123492008482,0.40713679647865136,-1.9732724615737536,50,50,0,-26.016624699827396
94,FF22,0.1880807807177042,0.7849025779257871,-1.6708837237715701,50,50,0,-58.83714383688287
94,FFext,0.23906287016026437,0.5494396344657407,-1.4310287065796756,50,50,0,-41.004108880474
94,NF28,0.1444124865840828,0.4599622865655405,-1.9350815840729765,50,50,0,-32.11638794189334
95,FF22,0.30075348654783274,0.6613400842389618,-1.2014643313505462,50,50,0,-50.272573154580826
