subset_id,record_set,theta,beta,mu,n_total,n_observed,n_censored,log_likelihood
210,FF22,0.21409415451314634,0.6907214491399235,-1.5413393863601272,50,50,0,-52.44599342144902
210,FFext,0.30815875478130145,0.5829740585293827,-1.1771401911992663,50,50,0,-43.966296912330975
210,NF28,0.1723442600120859,0.48791535858574814,-1.7582612908263369,50,50,0,-35.06626032244361
211,FF22,0.20067192631475064,0.5017473933364316,-1.6060839118140742,50,50,0,-36.46400229396878
211,FFext,0.3512423783806779,0.45675542194495017,-1.0462787571299463,50,50,0,-31.766566200943537
211,NF28,0.1432461361525875,0.4286162598320174,-1.9431908965078657,50,50,0,-28.58726402046605
212,FF22,0.19500431867639806,0.7247373821599346,-1.6347335736051811,50,50,0,-54.849630587248235
212,FFext,0.4463191914384681,0.6548356476975166,-0.8067209070649222,50,50,0,-49.77837725591829
212,NF28,0.12411684055076341,0.3346441776747959,-2.0865318945215905,50,50,0,-16.21255359633425
213,FF22,0.18751429184110283,0.6808230747219929,-1.67390021332396,50,50,0,-51.72428687873221
213,FFext,0.2385978592878108,0.5213595649438586,-1.4329757413291866,50,50,0,-38.38116010861944
213,NF28,0.1452457752089276,0.4498692827810957,-1.9293279700144226,50,50,0,-31.007016256711367
214,FF22,0.15865447202473865,0.6123972278152698,-1.8410265733594176,50,50,0,-46.428219183971365
214,FFext,0.2298243316141363,0.5115905639792562,-1.470440037474832,50,50,0,-37.435394075330066
214,NF28,0.1315031784436973,0.4009628107091921,-2.0287242569819197,50,50,0,-25.25259662518532
215,FF22,0.13995226170305244,0.4821613846003923,-1.9664539023577436,50,50,0,-34.47310741119375
215,FFext,0.2634383002540676,0.6203488096683439,-1.333936093052716,50,50,0,-47.073260247030504
215,NF28,0.1472733337013673,0.44883222782107757,-1.915465005837222,50,50,0,-30.891620905270393
216,FF22,0.1529204288482471,0.5608937025072798,-1.8778375657617867,50,50,0,-42.03573335617896
216,FFext,0.2365530547035472,0.50478722208289,-1.4415827634244311,50,50,0,-36.76601340988033
216,NF28,0.1444124866146204,0.4599622866628044,-1.9350815838615154,50,50,0,-32.11638794189336
217,FF22,0.22812881617416872,0.7164296528350862,-1.4778448263505877,50,50,0,-54.27316606115944
217,FFext,0.26640335043178803,0.6683802158512349,-1.322743763699088,50,50,0,-50.802022948111116
217,NF28,0.13932906111040771,0.42854883325005444,-1.9709167974826016,50,50,0,-28.57939741130435
218,FF22,0.2863606196227582,0.8646143359574163,-1.2505033546670044,50,50,0,-63.673340613919144
218,FFext,0.28527097679082825,0.5893116244798725,-1.2543157546761743,50,50,0,-44.50691848719706
218,NF28,0.1472733332197532,0.40375008230997406,-1.915465009107428,50,50,0,-25.598966633406867
219,FF22,0.16148199924304568,0.5135221761057445,-1.8233616023269132,50,50,0,-37.623824079174
219,FFext,0.2890889611226181,0.6038655748586153,-1.2410208142840817,50,50,0,-45.72674410029471
219,NF28,0.14441248458261224,0.4599622861864398,-1.9350815979323774,50,50,0,-32.11638794189341
220,FF22,0.2605727139133001,0.8684228838527221,-1.3448733246340345,50,50,0,-63.893102574141196
220,FFext,0.21323662958601416,0.5339784719760807,-1.5453527928830544,50,50,0,-39.576939561338364
220,NF28,0.14847246859448182,0.43636894857262065,-1.907355734597626,50,50,0,-29.483567690761024
221,FF22,0.19902983752874187,0.7435509191450499,-1.6143005281667615,50,50,0,-56.13102508440385
221,FFext,0.31450704258683304,0.6642348580440857,-1.1567488101294574,50,50,0,-50.49095264468127
221,NF28,0.12170582795514176,0.33969129577752327,-2.106148392254046,50,50,0,-16.961025435739884
222,FF22,0.19029495822143563,0.4962402997322115,-1.6591799988752702,50,50,0,-35.912177367120414
222,FFext,0.29493015795196237,0.5369953758798811,-1.2210167033778756,50,50,0,-39.85863731012856
222,NF28,0.11934165547558673,0.370462043032582,-2.125764845058936,50,50,0,-21.29671255904556
223,FF22,0.16086920590758041,0.6096311336261434,-1.8271636298289384,50,50,0,-46.20186642876338
223,FFext,0.3028086681404598,0.5959965740921417,-1.1946541312088288,50,50,0,-45.07090901893663
223,NF28,0.15177085055823805,0.48491457314701203,-1.8853834577678772,50,50,0,-34.757799831816996
224,FF22,0.1738739507078326,0.5439537962651463,-1.7494246635068034,50,50,0,-40.502378762968966
224,FFext,0.2406930652790239,0.525755579871712,-1.4242327452478465,50,50,0,-38.80098461014581
224,NF28,0.11580512145865045,0.29847638171572627,-2.155846488062577,50,50,0,-10.493735016846859
225,FF22,0.24533463891436585,0.6851088590779965,-1.4051321272737132,50,50,0,-52.038050606357665
225,FFext,0.33044271591439733,0.7705926836794011,-1.1073219602367605,50,50,0,-57.91716027347157
225,NF28,0.14968137638896717,0.46657267768415006,-1.8992464015149741,50,50,0,-32.829853460517114
226,FF22,0.1965920980820631,0.7272391701206065,-1.626624264945274,50,50,0,-55.0219330255789
226,FFext,0.22317422156553368,0.5413088910129191,-1.4998025499230916,50,50,0,-40.258666767917106
226,NF28,0.12170581270548013,0.33969129561303396,-2.106148517553408,50,50,0,-16.961025435752543
227,FF22,0.28337949037415916,0.8576058012310095,-1.2609683242309073,50,50,0,-63.26639139717358
227,FFext,0.2949101113160608,0.6233489129314159,-1.2210846764782342,50,50,0,-47.31448436490677
227,NF28,0.12512745324902688,0.37704763220297793,-2.0784224351531257,50,50,0,-22.1777395442109
228,FF22,0.14229280712217512,0.6685891888186519,-1.94986832244305,50,50,0,-50.81765352305078
228,FFext,0.19296421309945413,0.47194328573050043,-1.6452505316256325,50,50,0,-33.4021041982867
228,NF28,0.13181332411905225,0.44513399584705005,-2.0263685685555592,50,50,0,-30.477930590105487
229,FF22,0.16422340646847253,0.6925011527211244,-1.80652754359382,50,50,0,-52.57465739272746
229,FFext,0.25420464222881417,0.6336971763953266,-1.369615658281755,50,50,0,-48.13772255974438
229,NF28,0.11837778204678251,0.3260308316183276,-2.1338742257729066,50,50,0,-14.90876071593089
230,FF22,0.16586858151503975,0.7142409182723066,-1.7965594817880572,50,50,0,-54.12017915122643
230,FFext,0.2876605977850765,0.8169857743254964,-1.2459739737126185,50,50,0,-60.84024722594734
230,NF28,0.14642840776201616,0.4591217957880495,-1.921218654188383,50,50,0,-32.024939148816635
231,FF22,0.13962296873542027,0.4632568325565693,-1.9688095696991665,50,50,0,-32.47324451685759
231,FFext,0.22951745003908292,0.6486192261682167,-1.4717762173433697,50,50,0,-49.30145522516187
231,NF28,0.13150317707976406,0.40096280720646044,-2.028724267353785,50,50,0,-25.252596625185507
232,FF22,0.35358352189430664,0.7245447062875591,-1.0396355502821475,50,50,0,-54.83633558521002
232,FFext,0.21905260941530502,0.46068227296070036,-1.518443352374533,50,50,0,-32.19459243048393
232,NF28,0.13551909691588498,0.4486390254586852,-1.9986427119444201,50,50,0,-30.870093251710284
233,FF22,0.15956994402642677,0.6039578759690065,-1.83527293233741,50,50,0,-45.73438508463
233,FFext,0.28185526191510857,0.7394527872677592,-1.2663615954249583,50,50,0,-55.85468540641444
233,NF28,0.1279072193138897,0.3949308788362414,-2.0564501270028885,50,50,0,-24.49470106741196
234,FF22,0.18778174032232403,0.5962907461834196,-1.6724749463156534,50,50,0,-45.095581665109094
234,FFext,0.2801470646494233,0.5167875179766489,-1.2724405828075553,50,50,0,-37.94075338967649
234,NF28,0.11108770335645354,0.26596377328764215,-2.1974352693221353,50,50,0,-4.727206730315686
235,FF22,0.244115277091345,0.7747042447969089,-1.4101147181612494,50,50,0,-58.18322934596806
235,FFext,0.23790130471519333,0.5310423637623589,-1.435899377387325,50,50,0,-39.301252635544245
235,NF28,0.12969273126451356,0.3732892252731317,-2.042587231909344,50,50,0,-21.676839341280832
236,FF22,0.21414735443602556,0.6810385648503564,-1.5410909287863463,50,50,0,-51.74010945623179
236,FFext,0.16493467442335552,0.4350631052478542,-1.8022057960613604,50,50,0,-29.333717450239416
236,NF28,0.10424657743830858,0.16461312244645762,-2.2609962491701285,50,50,0,19.26087238071935
237,FF22,0.14914432610699901,0.7426738892833409,-1.902840810266941,50,50,0,-56.07201493274313
237,FFext,0.3794144951047347,0.5443844758916799,-0.9691260168743531,50,50,0,-40.54195081703299
237,NF28,0.14242431824801915,0.43901629248029955,-1.9489445203709002,50,50,0,-29.785989067692938
238,FF22,0.22991873239878627,0.7831212866267004,-1.4700293698938893,50,50,0,-58.72354149725692
238,FFext,0.2893923590529465,0.8169338360296162,-1.2399718678529157,50,50,0,-60.83706745325444
238,NF28,0.13741087770522326,0.4497407888215086,-1.9847797341672357,50,50,0,-30.992732649440768
239,FF22,0.28233336809292015,0.6837577124513726,-1.2646667498827804,50,50,0,-51.939344698644305
239,FFext,0.30402640438541867,0.689538799658439,-1.190640724816743,50,50,0,-52.36031189743614
239,NF28,0.14608387605218148,0.4170313125251041,-1.9235743287239284,50,50,0,-27.21722843788617
240,FF22,0.20108185842701498,0.5716056766710285,-1.6040431979734229,50,50,0,-42.98163164569058
240,FFext,0.3203237735412003,0.6784469183024262,-1.138423002388956,50,50,0,-51.549474835384416
240,NF28,0.12072284174110322,0.3224599616771223,-2.114257924863361,50,50,0,-14.358112219287815
241,FF22,0.14558833435281313,0.46911520476851676,-1.926972267632633,50,50,0,-33.101581077436464
241,FFext,0.37168304189122026,0.6006285769947783,-0.9897138258264483,50,50,0,-45.457999556187474
241,NF28,0.146428406711832,0.4795945548034189,-1.9212186613603803,50,50,0,-34.20621710203509
242,FF22,0.15463455518763813,0.6910190170340689,-1.8666906543007562,50,50,0,-52.46752977899217
242,FFext,0.3063227668590153,0.6185421185401206,-1.1831159392767978,50,50,0,-46.92742702804996
242,NF28,0.11906084285966277,0.3152786630716121,-2.1281206319970294,50,50,0,-13.232032820491128
243,FF22,0.20917116412233633,0.7248049714908844,-1.5646023950953738,50,50,0,-54.854293416864564
243,FFext,0.29971965546933166,0.6831728207114551,-1.2049077229951235,50,50,0,-51.89655629401528
243,NF28,0.1261462754301059,0.39114379956703577,-2.070313129260738,50,50,0,-24.012925930604005
244,FF22,0.1746516654594889,0.5516321389281018,-1.7449617717914314,50,50,0,-41.203233525331285
244,FFext,0.33907316962079553,0.7854320232435734,-1.0815393553023325,50,50,0,-58.87085914360449
244,NF28,0.14046351910421262,0.43902057295070995,-1.9628074744271897,50,50,0,-29.78647640803719
245,FF22,0.14989585783148887,0.685849337336661,-1.89781450713404,50,50,0,-52.09206097110737
245,FFext,0.3236855023431024,0.6136659020540913,-1.1279829063772875,50,50,0,-46.5316955360313
245,NF28,0.15514250060787435,0.4903719234056924,-1.8634112256538342,50,50,0,-35.31737002355157
246,FF22,0.20301253710899775,0.4517248102751868,-1.5944875426897436,50,50,0,-31.212821478543756
246,FFext,0.2571067324722736,0.6441861778609108,-1.3582639788521593,50,50,0,-48.95855194568183
246,NF28,0.13181332547821614,0.4229966381819229,-2.0263685582442807,50,50,0,-27.927374333471768
247,FF22,0.12747333065031122,0.4034663504988675,-2.0598481076331465,50,50,0,-25.56381705836473
247,FFext,0.22051618825710317,0.5355555765891544,-1.5117841706580815,50,50,0,-39.724395892471165
247,NF28,0.12512744318995966,0.35063769970441616,-2.0784225155436986,50,50,0,-18.54683817322684
248,FF22,0.20704504219146358,0.7292930645895083,-1.5748189142593108,50,50,0,-55.162946033989314
248,FFext,0.31117531397962683,0.5382165829742152,-1.1673988150825838,50,50,0,-39.97221563902697
248,NF28,0.130748729744912,0.4336224650961358,-2.0344778912283736,50,50,0,-29.1678759269278
249,FF22,0.3796240020892982,0.7641622254884165,-0.9685739842945604,50,50,0,-57.49816809611469
249,FFext,0.20622947130573546,0.5422783736506307,-1.5787657917841915,50,50,0,-40.34813686041481
249,NF28,0.12440958277724723,0.3868231832845584,-2.084176069672427,50,50,0,-23.457548229193613
250,FF22,0.23702551960331567,0.6612180502833264,-1.439587465992707,50,50,0,-50.26334608456237
250,FFext,0.2768242520939359,0.7167127379066642,-1.2843724431303751,50,50,0,-54.292918637168846
250,NF28,0.11108770328974571,0.2659637719885085,-2.1974352699226323,50,50,0,-4.7272067303161025
251,FF22,0.15865447301719368,0.6123972256240605,-1.841026567103968,50,50,0,-46.42821918397135
251,FFext,0.2846704857518281,0.6230913428248877,-1.2564229579616422,50,50,0,-47.293818139081736
251,NF28,0.14847247016109258,0.4578602174127119,-1.9073557240461023,50,50,0,-31.887359696315244
252,FF22,0.14441248171676474,0.4599622900322498,-1.9350816177772512,50,50,0,-32.11638794189354
252,FFext,0.28602780453048354,0.5310039303502099,-1.2516662542496557,50,50,0,-39.29763439455428
252,NF28,0.15177084850766845,0.46467625607267266,-1.8853834712788355,50,50,0,-32.62620992421224
253,FF22,0.22563660191766216,0.8191269387156113,-1.4888295299753025,50,50,0,-60.971116768380085
253,FFext,0.27796041859181575,0.6094834457934184,-1.280276554594506,50,50,0,-46.189752380376625
253,NF28,0.11742170010261405,0.30730532737057836,-2.1419835496345794,50,50,0,-11.951284080822107
254,FF22,0.21087429261140272,0.7265241588948101,-1.5564930926615115,50,50,0,-54.97274963470519
254,FFext,0.22278063946009197,0.5357069053503913,-1.5015676712034172,50,50,0,-39.738522449294386
254,NF28,0.15177084952152975,0.4646762476358412,-1.8853834645986245,50,50,0,-32.626209924212226
255,FF22,0.13925058337363364,0.5419840330377894,-1.9714802107857912,50,50,0,-40.32099015332982
255,FFext,0.30784538120926663,0.6888598172807276,-1.1781576311181206,50,50,0,-52.31105239136674
255,NF28,0.12003025987552846,0.33321962436658703,-2.1200114023590957,50,50,0,-15.999253893397702
256,FF22,0.19234116476070967,0.6193504907943079,-1.648484583977811,50,50,0,-46.99272940321242
256,FFext,0.22306838530767178,0.5346401153335173,-1.5002768939602418,50,50,0,-39.63885520700426
256,NF28,0.14441248765002396,0.4599622844927142,-1.9350815766917506,50,50,0,-32.11638794189335
257,FF22,0.20041307594677926,0.5026123035948485,-1.6073746626646406,50,50,0,-36.55011831018496
257,FFext,0.36800731741205917,0.6833369602845137,-0.9996524567389957,50,50,0,-51.90856735040776
257,NF28,0.12542256461247395,0.4006919513398371,-2.0760667258824634,50,50,0,-25.21881020764311
258,FF22,0.2057442337533539,0.48947258976042557,-1.581121465317782,50,50,0,-35.22558602532955
258,FFext,0.30626563689838543,0.5612177054108688,-1.183302459166646,50,50,0,-42.06460758015437
258,NF28,0.12614627803992498,0.3911437939990327,-2.0703131085719066,50,50,0,-24.01292593060343
259,FF22,0.2818552658819484,0.7795578428534095,-1.2663615813509268,50,50,0,-58.495507855642614
259,FFext,0.26084273070365865,0.62190642957555,-1.3438376176281022,50,50,0,-47.19864501798566
259,NF28,0.14358397075315574,0.4697680584734115,-1.9408352528801123,50,50,0,-33.171116644020465
260,FF22,0.17644514363357594,0.5660976433001298,-1.734745251860321,50,50,0,-42.49749156788437
260,FFext,0.23135987608552228,0.5272786975313194,-1.463780875603503,50,50,0,-38.94562599208674
260,NF28,0.12894867244553315,0.4308836371097758,-2.048340841818029,50,50,0,-28.851066923950697
261,FF22,0.28568684518525655,0.8673387089644049,-1.252859014959284,50,50,0,-63.83064146819837
261,FFext,0.3391799882414069,0.7793802881258568,-1.081224373734591,50,50,0,-58.48411811798809
261,NF28,0.1481231365856379,0.43822563017434246,-1.9097113471844416,50,50,0,-29.69585893378386
262,FF22,0.22319595622110866,0.6425967967779735,-1.499705165928041,50,50,0,-48.835036114718264
262,FFext,0.2911345396597783,0.8168377633523702,-1.233969783054205,50,50,0,-60.831187795453744
262,NF28,0.13741087439661584,0.4278418632213646,-1.984779758245442,50,50,0,-28.4968450722205
263,FF22,0.18112668316732536,0.6155405485113589,-1.7085585855351915,50,50,0,-46.68420433863418
263,FFext,0.2126393139659572,0.6363429103883067,-1.5481579102923593,50,50,0,-48.34604223745657
263,NF28,0.1307487233889526,0.41086532909185036,-2.034477939840391,50,50,0,-26.472438149873476
264,FF22,0.32816800906400706,0.7593018514013963,-1.1142295789831698,50,50,0,-57.17913233867477
264,FFext,0.3176990176377089,0.5447479078293637,-1.1466508298181235,50,50,0,-40.57531920095896
264,NF28,0.12542256853796319,0.40069195572409877,-2.076066694584354,50,50,0,-25.21881020764274
265,FF22,0.1794405695408809,0.7302984374033947,-1.7179112147845788,50,50,0,-55.231826060340964
265,FFext,0.2511415903662492,0.5294849799107151,-1.3817383938529761,50,50,0,-39.15440297738243
265,NF28,0.12894867241241978,0.4079737600220706,-2.048340842074824,50,50,0,-26.119306326960483
266,FF22,0.19047296183838006,0.7504342212376893,-1.6582450270956959,50,50,0,-56.59176277260183
266,FFext,0.2938171518753787,0.6343965898301177,-1.2247976375203047,50,50,0,-48.19287794187603
266,NF28,0.11514070723585684,0.30929691664898135,-2.1616003573540254,50,50,0,-12.274248306791822
267,FF22,0.28628948418743333,0.8612588424035498,-1.2507517976000186,50,50,0,-63.47891765591042
267,FFext,0.2865084164127972,0.6993678634258764,-1.2499873665998504,50,50,0,-53.06800621378936
267,NF28,0.11607823589327608,0.3564551598621927,-2.1534908678573497,50,50,0,-19.369585186710403
268,FF22,0.18029995638275195,0.6947783087126176,-1.713133390687748,50,50,0,-52.73880393751392
268,FFext,0.3251919887017815,0.6909530472041276,-1.1233395366002996,50,50,0,-52.46275657506662
268,NF28,0.1318133282322683,0.422996636264903,-2.026368537350702,50,50,0,-27.92737433347173
269,FF22,0.2220866296359931,0.7235762467002015,-1.5046877496417252,50,50,0,-54.76945917765323
269,FFext,0.29862564752127696,0.4414406004532608,-1.2085645049960214,50,50,0,-30.06133606875079
269,NF28,0.11263842282831807,0.2779177027890062,-2.1835723885497105,50,50,0,-6.925444625343323
270,FF22,0.15775474404378065,0.5310743500251435,-1.846713704835313,50,50,0,-39.30426418871686
270,FFext,0.3540314081827484,0.629046728664641,-1.0383696461039953,50,50,0,-47.76943979974323
270,NF28,0.12199287925119091,0.41514595152288414,-2.103792602745805,50,50,0,-26.9906713657979
271,FF22,0.14985861854803217,0.6953377728937781,-1.8980629723719777,50,50,0,-52.77904950974518
271,FFext,0.20840982332435343,0.6927282847505851,-1.5682488333407356,50,50,0,-52.59105492018524
271,NF28,0.12790720819961537,0.36980032188388495,-2.056450213896145,50,50,0,-21.207322706096804
272,FF22,0.15854966519723263,0.4886069700490977,-1.8416873896541721,50,50,0,-35.13708391944403
272,FFext,0.23513212686289905,0.6613444694491292,-1.4476076808669915,50,50,0,-50.27290467257194
272,NF28,0.15477746383643562,0.42969890622521384,-1.8657669108766304,50,50,0,-28.713400294475413
273,FF22,0.26109738430706825,0.6519078269669951,-1.3428618213009291,50,50,0,-49.55432174289172
273,FFext,0.2657092961077671,0.62497716408057,-1.3253524395955625,50,50,0,-47.44491849346139
273,NF28,0.17095232095631155,0.4819687644377864,-1.766370586175235,50,50,0,-34.45312845022956
274,FF22,0.19535696137958328,0.48573535162579684,-1.6329268226945186,50,50,0,-34.842359669682196
274,FFext,0.22715862935278514,0.551969227605359,-1.4821066978316393,50,50,0,-41.2337781448425
274,NF28,0.13741087204674787,0.4278418638803155,-1.9847797753464758,50,50,0,-28.496845072220765
275,FF22,0.28284170418443144,0.9762053384219496,-1.262867887004627,50,50,0,-69.74280994581541
275,FFext,0.37089227569746724,0.5539065586045291,-0.9918436205393458,50,50,0,-41.408963642338875
275,NF28,0.12894867329478457,0.40797376138037533,-2.0483408352320644,50,50,0,-26.119306326960377
276,FF22,0.15892358935392567,0.48661323972822806,-1.839331762373822,50,50,0,-34.93264431394545
276,FFext,0.2873012661065746,0.7139603702728352,-1.2472239060919688,50,50,0,-54.100536989248624
276,NF28,0.15603770781188023,0.4596072708872563,-1.8576575841985632,50,50,0,-32.0777816571382
277,FF22,0.19861087994787854,0.7234702547999275,-1.6164077456496644,50,50,0,-54.76213469938874
277,FFext,0.22986009918798245,0.5420171120419195,-1.4702844195268587,50,50,0,-40.324041399818775
277,NF28,0.14407269417743082,0.39421334704372124,-1.937437286108624,50,50,0,-24.403775861420314
278,FF22,0.1898866354382133,0.7033290367715833,-1.6613280404797819,50,50,0,-53.3504048372434
278,FFext,0.2979724607077077,0.7065463847288039,-1.2107542104796691,50,50,0,-53.57860560753008
278,NF28,0.13257391808136476,0.4132719283883197,-2.020614916796582,50,50,0,-26.764453284993554
279,FF22,0.17788180666525663,0.5873152869875242,-1.7266359567392262,50,50,0,-44.337252565764956
279,FFext,0.18122875933432225,0.4591807356168447,-1.7079951819942247,50,50,0,-32.031357495302196
279,NF28,0.11580512023393812,0.29847639064372045,-2.155846498638209,50,50,0,-10.493735016845813
280,FF22,0.16355105646992416,0.5183461347448886,-1.8106300654042744,50,50,0,-38.09132512629961
280,FFext,0.21186008132455628,0.5761790068513165,-1.5518292159539708,50,50,0,-43.380082737969275
280,NF28,0.14642841032779838,0.43769247715361975,-1.9212186366659483,50,50,0,-29.63499052231792
281,FF22,0.16804676098549753,0.6750775872850835,-1.7835129991086567,50,50,0,-51.300544504571064
281,FFext,0.2346318813438819,0.66267506487993,-1.449737455389382,50,50,0,-50.373401102762415
281,NF28,0.13442457962558968,0.41520199121475715,-2.006751983495379,50,50,0,-26.99741952607027
282,FF22,0.2914513856598438,0.742631990501492,-1.2328820601363157,50,50,0,-56.06919394197794
282,FFext,0.2826792233885778,0.7361004563959389,-1.263442510479736,50,50,0,-55.62749308317572
282,NF28,0.11674803390789629,0.3180761338298781,-2.147737222764253,50,50,0,-13.673725391163591
283,FF22,0.19098232543472435,0.6945060461424052,-1.6555743922082906,50,50,0,-52.71920661644318
283,FFext,0.26905324810372333,0.7060471803908431,-1.3128459706285067,50,50,0,-53.54326585211187
283,NF28,0.1095583294046652,0.25268728991764555,-2.211298182926724,50,50,0,-2.1668393712135456
284,FF22,0.21538303302241654,0.6850656566402514,-1.535337286989003,50,50,0,-52.03489696788096
284,FFext,0.19871338310954986,0.504085679881605,-1.615891778348012,50,50,0,-36.6964759222623
284,NF28,0.11769863748966747,0.3637902976164577,-2.1396278409114786,50,50,0,-20.388043276883792
285,FF22,0.2518158076193131,0.7767274909988511,-1.3790573808701239,50,50,0,-58.31364161976712
285,FFext,0.2784463991655532,0.7322422430149412,-1.2785297007393468,50,50,0,-55.3647322851471
285,NF28,0.14727333219998415,0.4268866923809271,-1.9154650160317572,50,50,0,-28.385093933517272
286,FF22,0.21812246422954612,0.6426259702603899,-1.522698611401691,50,50,0,-48.83730592471065
286,FFext,0.2949101094664304,0.6233489168541484,-1.2210846827500788,50,50,0,-47.31448436490676
286,NF28,0.12717339661845833,0.3800952240526515,-2.0622037960315094,50,50,0,-22.580253429421518
287,FF22,0.25625161062716495,0.6647223219095078,-1.3615954631749698,50,50,0,-50.527632445238936
287,FFext,0.286208038016515,0.5130688390229458,-1.2510363269414007,50,50,0,-37.5796646917487
287,NF28,0.1210075978725612,0.37650564846428974,-2.1119019430215356,50,50,0,-22.105815768781007
288,FF22,0.16588638066850275,0.45361029343476494,-1.7964521787752377,50,50,0,-31.421085069676877
288,FFext,0.2492278236236016,0.6713777917405833,-1.3893878465213323,50,50,0,-51.02576340727676
288,NF28,0.14968137331363998,0.46657268331631235,-1.899246422060798,50,50,0,-32.82985346051723
289,FF22,0.21637062106055954,0.603209291962316,-1.5307625034233765,50,50,0,-45.67237464897286
289,FFext,0.2972639728984771,0.6076164228608312,-1.2131347372882053,50,50,0,-46.036352339863186
289,NF28,0.15693808433419812,0.4485141865391592,-1.8519039187151638,50,50,0,-30.856178732031342
290,FF22,0.17644513995624603,0.5828247204024329,-1.7347452727015291,50,50,0,-43.953487731555626
290,FFext,0.3208077580290778,0.529982041351969,-1.136913219899779,50,50,0,-39.20131947302562
290,NF28,0.14727333017889235,0.4488322257289078,-1.9154650297551636,50,50,0,-30.891620905270543
291,FF22,0.18398372345471528,0.5534830399946041,-1.6929079847711654,50,50,0,-41.37071871705433
291,FFext,0.22759205456346723,0.6974660343231908,-1.4802004869901642,50,50,0,-52.93185325081873
291,NF28,0.14242431081731483,0.43901628984254043,-1.948944572543904,50,50,0,-29.785989067693297
292,FF22,0.15139749862286925,0.7225023009315076,-1.887846459760786,50,50,0,-54.69519337916415
292,FFext,0.20569776545093588,0.5366234132418657,-1.581347345527899,50,50,0,-39.82399075032859
292,NF28,0.1560377056473807,0.4596072747457557,-1.8576575980702072,50,50,0,-32.0777816571383
293,FF22,0.18904108403181866,0.6839501630252585,-1.6657909117154688,50,50,0,-51.953416072660076
293,FFext,0.33912593969938293,0.768886029711629,-1.0813837370540371,50,50,0,-57.80630066388404
293,NF28,0.1214194447883159,0.3112223110994608,-2.1085042419445954,50,50,0,-12.584537061560676
294,FF22,0.17295527887389187,0.7079472470789696,-1.7547222215213,50,50,0,-53.67764212407484
294,FFext,0.24577380859917766,0.650799219921213,-1.4033436432673854,50,50,0,-49.469221788555956
294,NF28,0.1517708505376163,0.48491457374932506,-1.8853834579037516,50,50,0,-34.757799831816996
295,FF22,0.20867900333082645,0.7270357011912756,-1.566958076904012,50,50,0,-55.00794208079948
295,FFext,0.21781627608769064,0.605355487996849,-1.5241033417634933,50,50,0,-45.849956232067825
295,NF28,0.12614627542763138,0.3911438006646891,-2.0703131292803545,50,50,0,-24.012925930604013
296,FF22,0.16289705089086942,0.7015879413343322,-1.8146368673386921,50,50,0,-53.226475402548886
296,FFext,0.230308263084481,0.49859790938956877,-1.4683365931444414,50,50,0,-36.14916147330274
296,NF28,0.12440958450995276,0.36112886689965107,-2.084176055744999,50,50,0,-20.02090600454902
297,FF22,0.15453941736187854,0.5055832499553663,-1.8673060866282443,50,50,0,-36.84479829280482
297,FFext,0.32529564792666027,0.6725208333484233,-1.123020824237699,50,50,0,-51.110816875180596
297,NF28,0.1268741629744554,0.35517399680498724,-2.064559526453519,50,50,0,-19.189552666625357
298,FF22,0.2512237502879186,0.7180411937226782,-1.3814113015328933,50,50,0,-54.38550956606595
298,FFext,0.3288580826561094,0.4905222876439239,-1.1121289809870014,50,50,0,-35.332698847519616
298,NF28,0.14127402136291387,0.42880669316476555,-1.9570538606683234,50,50,0,-28.609473991424046
299,FF22,0.22048333282423205,0.8431186115380099,-1.5119331750508815,50,50,0,-62.41454566372735
299,FFext,0.3580011880956836,0.7317398314378735,-1.0272189738839168,50,50,0,-55.3304140781429
299,NF28,0.11742169973805441,0.3073053330036088,-2.1419835527392834,50,50,0,-11.951284080821214
300,FF22,0.18029995628218845,0.6947783146352994,-1.7131333912455047,50,50,0,-52.73880393751392
300,FFext,0.2968219635023846,0.7340681056162769,-1.214622769408036,50,50,0,-55.489254029212915
300,NF28,0.1234047827680852,0.3722617195794483,-2.092285410011646,50,50,0,-21.539020838623728
301,FF22,0.21749555814547242,0.5536942454256976,-1.5255768509816037,50,50,0,-41.38979435011666
301,FFext,0.3184187253934524,0.5359937030835786,-1.1443880158321187,50,50,0,-39.76528415991575
301,NF28,0.13787858661392727,0.39560799116298156,-1.9813817882278515,50,50,0,-24.58035285143077
302,FF22,0.1956064485917841,0.7578535092918662,-1.6316505536642063,50,50,0,-57.083668176932804
302,FFext,0.39760551547607753,0.6370776085309628,-0.9222949323742081,50,50,0,-48.403736726485775
302,NF28,0.11837778121267943,0.32603082739393213,-2.1338742328190183,50,50,0,-14.908760715931303
303,FF22,0.20439394288616924,0.7494804990898167,-1.5877060547209814,50,50,0,-56.528178071892285
303,FFext,0.2124067351014356,0.5352653536600176,-1.5492522805999727,50,50,0,-39.69729468068636
303,NF28,0.1363010806114922,0.43911895205773993,-1.9928890121269827,50,50,0,-29.797680360881152
304,FF22,0.1546345564271272,0.6626243579216373,-1.8666906462851542,50,50,0,-50.369575121622354
304,FFext,0.26097356735850535,0.6671969686977735,-1.343336151276536,50,50,0,-50.71342841851719
304,NF28,0.13333888419601936,0.3786514126517196,-2.014861389938685,50,50,0,-22.389964813996745
305,FF22,0.25305014317153507,0.6614066872282739,-1.3741676155386295,50,50,0,-50.27760746059775
305,FFext,0.2096014907620997,0.4916600328618817,-1.5625472141459453,50,50,0,-35.448537877485215
