contrast,B,mean_delta_logtheta,std_delta_logtheta,ci95_t_low_delta_logtheta,ci95_t_high_delta_logtheta,q05_delta_logtheta,median_delta_logtheta,q95_delta_logtheta,p_delta_logtheta_lt_0,median_theta_percent_shift,q05_theta_percent_shift,q95_theta_percent_shift,median_psi,gate_interpretation
FFext_vs_FF22,10,0.06432044433843853,0.1873884354323813,-0.06972916704715343,0.1983700557240305,-0.19415554752940575,0.09554592437990553,0.3278900480907051,0.3,10.02593496020685,-17.647020371980883,38.803634665234085,0.05603902443533214,sign_or_magnitude_sensitive_under_full_pool_resampling
NF28_vs_FF22,10,-0.47744500929718364,0.17901774563467718,-0.6055065899282498,-0.3493834286661175,-0.7829519030949749,-0.3816172761193407,-0.3409243722928499,1.0,-31.72436896478309,-54.294516356850984,-28.88873140051942,0.19080863805967035,strong_direction_stable_negative
