gm_set,count,mean,median,std,min,max
P695_FF22,44,-0.7956170417009656,-0.789667629635911,0.5517676139793245,-2.030801251990807,0.2255688448373607
P695_NF28,62,-0.3811366657420485,-0.41547149601641453,0.7321647418911931,-2.456522182661173,1.6094379124341005
