effect_family,reference_record_set,record_set,protocol,theta_ref,theta,theta_percent_shift_vs_ref,log_theta_shift_vs_ref,beta_pool_equiv_binary,beta,censoring_rate,n_runs,n_nonconverged
record_pool_grid_refined,FF22,FF22,P1,0.2070450420911918,0.2070450420911918,0.0,0.0,0.0,0.7159959831398178,0.0,600,0
record_pool_grid_refined,FF22,FFext,P1,0.2070450420911918,0.2705804024393434,30.68673352736832,0.2676329262566819,0.13381646312834095,0.6320905328473214,0.0,600,0
record_pool_grid_refined,FF22,NF28,P1,0.2070450420911918,0.1325739126095046,-35.968564486990616,-0.4457960433270047,0.22289802166350234,0.4132719292363126,0.0,600,0
